v1 sentences per paragraph,v2 words per paragraph,v3 close parenthesis present,v4 dash present,v5 semi-colon or colon present,v6 question mark present,v7 apostrophe present,v8 standard deviation of sentence length,v9 length difference for consecutive sentences,v10 sentence with < 11 words,v11 sentence with > 34 words,v12 contains although,v13 contains however,v14 contains but,v15 contains because,v16 contains this,v17 contains others or researchers,v18 contains numbers,v19 contains 2 times more capitals than period,v20 contains et,word variation,average token length,non alphabetic characters frequency,uncommon word frequency,$,'',(,),",",.,:,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,JJ_pp,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,``
1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88,2.76,0.32,0.48,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.04,0.04,0.04,0.0,0.04,0.0,0.0,0.16,0.04,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.12,0.04,0.0,0.0,0.0,0.0,0.0
2.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.9,0.5,0.9,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,3.5,0.2777777777777778,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8666666666666667,3.1333333333333333,0.3,0.6333333333333333,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.03333333333333333,0.0,0.06666666666666667,0.0,0.0,0.03333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.03333333333333333,0.0,0.0,0.1,0.03333333333333333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.1,0.03333333333333333,0.0,0.03333333333333333,0.0,0.03333333333333333,0.0
1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.84375,3.28125,0.28125,0.625,0.0,0.0,0.0,0.0,0.09375,0.0,0.0,0.03125,0.0,0.09375,0.0,0.0,0.09375,0.0625,0.0,0.0,0.0,0.0,0.15625,0.03125,0.0,0.03125,0.0,0.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.03125,0.03125,0.03125,0.0,0.09375,0.0625,0.0,0.03125,0.0,0.0,0.0
3.0,77.0,0.0,0.0,1.0,0.0,1.0,2.0548046676563256,3.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,3.727272727272727,0.14285714285714285,0.6363636363636364,0.0,0.012987012987012988,0.0,0.0,0.05194805194805195,0.03896103896103896,0.03896103896103896,0.05194805194805195,0.0,0.14285714285714285,0.0,0.0,0.09090909090909091,0.11688311688311688,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.05194805194805195,0.0,0.0,0.012987012987012988,0.03896103896103896,0.012987012987012988,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.07792207792207792,0.025974025974025976,0.025974025974025976,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0
1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8095238095238095,3.5238095238095237,0.21428571428571427,0.6666666666666666,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.047619047619047616,0.0,0.09523809523809523,0.0,0.0,0.07142857142857142,0.047619047619047616,0.0,0.0,0.0,0.023809523809523808,0.19047619047619047,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.09523809523809523,0.023809523809523808,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.047619047619047616,0.047619047619047616,0.023809523809523808,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0
2.0,47.0,0.0,1.0,1.0,0.0,1.0,14.5,29.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8297872340425532,2.765957446808511,0.2765957446808511,0.574468085106383,0.0,0.06382978723404255,0.0,0.0,0.02127659574468085,0.02127659574468085,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.06382978723404255,0.0,0.0,0.1276595744680851,0.06382978723404255,0.0,0.0,0.0,0.0,0.0851063829787234,0.0425531914893617,0.0,0.0425531914893617,0.0,0.0,0.1276595744680851,0.02127659574468085,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.06382978723404255,0.0425531914893617,0.0,0.0,0.0,0.0,0.0
3.0,29.0,0.0,1.0,0.0,0.0,0.0,1.247219128924647,1.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8620689655172413,3.310344827586207,0.1724137931034483,0.6206896551724138,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.034482758620689655,0.0,0.13793103448275862,0.0,0.0,0.1724137931034483,0.06896551724137931,0.0,0.0,0.0,0.0,0.13793103448275862,0.034482758620689655,0.0,0.0,0.0,0.0,0.10344827586206896,0.0,0.034482758620689655,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.034482758620689655,0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,107.0,0.0,1.0,1.0,0.0,1.0,18.226011631731172,20.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6728971962616822,3.4205607476635516,0.12149532710280374,0.514018691588785,0.0,0.0,0.0,0.0,0.056074766355140186,0.037383177570093455,0.018691588785046728,0.056074766355140186,0.009345794392523364,0.08411214953271028,0.0,0.0,0.11214953271028037,0.018691588785046728,0.0,0.0,0.0,0.009345794392523364,0.11214953271028037,0.0,0.0,0.018691588785046728,0.0,0.009345794392523364,0.12149532710280374,0.009345794392523364,0.11214953271028037,0.0,0.0,0.0,0.0,0.037383177570093455,0.0,0.037383177570093455,0.102803738317757,0.018691588785046728,0.009345794392523364,0.0,0.0,0.0,0.009345794392523364,0.0,0.0,0.0
2.0,55.0,0.0,1.0,0.0,0.0,0.0,6.5,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,3.5454545454545454,0.23636363636363636,0.5818181818181818,0.0,0.0,0.0,0.0,0.10909090909090909,0.03636363636363636,0.01818181818181818,0.01818181818181818,0.03636363636363636,0.10909090909090909,0.0,0.0,0.14545454545454545,0.03636363636363636,0.0,0.0,0.0,0.0,0.07272727272727272,0.05454545454545454,0.0,0.05454545454545454,0.0,0.0,0.07272727272727272,0.0,0.10909090909090909,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.01818181818181818,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,244.0,1.0,1.0,1.0,1.0,0.0,15.113178463357935,21.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6024590163934426,3.8647540983606556,0.1598360655737705,0.610655737704918,0.0,0.0,0.004098360655737705,0.0,0.0778688524590164,0.02459016393442623,0.03278688524590164,0.03278688524590164,0.012295081967213115,0.11065573770491803,0.0,0.0,0.10655737704918032,0.0942622950819672,0.0,0.0,0.004098360655737705,0.004098360655737705,0.13934426229508196,0.01639344262295082,0.0,0.00819672131147541,0.0,0.0,0.03278688524590164,0.00819672131147541,0.09016393442622951,0.0,0.0,0.00819672131147541,0.004098360655737705,0.01639344262295082,0.0,0.01639344262295082,0.06557377049180328,0.02459016393442623,0.02459016393442623,0.012295081967213115,0.00819672131147541,0.01639344262295082,0.0,0.0,0.004098360655737705,0.0
6.0,159.0,0.0,0.0,1.0,0.0,0.0,6.970174555442162,10.4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6540880503144654,4.251572327044025,0.12578616352201258,0.6226415094339622,0.0,0.0,0.0,0.0,0.08176100628930817,0.03773584905660377,0.006289308176100629,0.05660377358490566,0.0,0.12578616352201258,0.0,0.0,0.12578616352201258,0.03773584905660377,0.006289308176100629,0.0,0.0,0.006289308176100629,0.13836477987421383,0.0,0.0,0.0880503144654088,0.0,0.0,0.031446540880503145,0.031446540880503145,0.03773584905660377,0.0,0.0,0.012578616352201259,0.0,0.012578616352201259,0.0,0.018867924528301886,0.08176100628930817,0.03773584905660377,0.018867924528301886,0.0,0.0,0.0,0.006289308176100629,0.0,0.0,0.0
1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8214285714285714,3.107142857142857,0.25,0.7142857142857143,0.0,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.07142857142857142,0.10714285714285714,0.0,0.0,0.0,0.0,0.21428571428571427,0.03571428571428571,0.0,0.03571428571428571,0.0,0.0,0.10714285714285714,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0
2.0,32.0,0.0,0.0,0.0,1.0,0.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90625,3.375,0.1875,0.53125,0.0,0.0,0.0,0.0,0.0625,0.03125,0.0,0.0,0.03125,0.09375,0.0,0.0,0.125,0.09375,0.0,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0625,0.03125,0.03125,0.0,0.0,0.03125,0.0,0.0,0.0,0.0625,0.03125,0.03125,0.0,0.03125,0.03125,0.0,0.0625,0.0,0.0,0.0
1.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8846153846153846,3.769230769230769,0.3076923076923077,0.6538461538461539,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.038461538461538464,0.0,0.11538461538461539,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.0,0.15384615384615385,0.038461538461538464,0.0,0.11538461538461539,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.07692307692307693,0.0,0.0,0.11538461538461539,0.0,0.0,0.038461538461538464,0.0,0.0,0.0
2.0,37.0,0.0,0.0,0.0,1.0,0.0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.972972972972973,3.5135135135135136,0.21621621621621623,0.6216216216216216,0.0,0.0,0.0,0.0,0.02702702702702703,0.02702702702702703,0.0,0.0,0.0,0.08108108108108109,0.0,0.0,0.13513513513513514,0.05405405405405406,0.0,0.0,0.0,0.0,0.13513513513513514,0.08108108108108109,0.0,0.02702702702702703,0.0,0.0,0.10810810810810811,0.0,0.05405405405405406,0.02702702702702703,0.0,0.0,0.0,0.02702702702702703,0.0,0.05405405405405406,0.02702702702702703,0.02702702702702703,0.0,0.08108108108108109,0.02702702702702703,0.0,0.0,0.0,0.0,0.0
1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,3.736842105263158,0.05263157894736842,0.42105263157894735,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.21052631578947367,0.0,0.0,0.15789473684210525,0.10526315789473684,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8461538461538461,3.5384615384615383,0.15384615384615385,0.6923076923076923,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.15384615384615385,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.0
1.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9375,2.75,0.125,0.5625,0.0,0.0625,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0
1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,2.6315789473684212,0.47368421052631576,0.6842105263157895,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.2631578947368421,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.05263157894736842,0.05263157894736842,0.0,0.0,0.0,0.0
4.0,26.0,0.0,0.0,0.0,1.0,1.0,2.0615528128088303,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6923076923076923,2.8846153846153846,0.4230769230769231,0.7307692307692307,0.0,0.11538461538461539,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.19230769230769232,0.038461538461538464,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.0,0.07692307692307693,0.0,0.0,0.0
2.0,84.0,0.0,1.0,1.0,0.0,0.0,6.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7023809523809523,3.630952380952381,0.13095238095238096,0.5833333333333334,0.0,0.0,0.0,0.0,0.05952380952380952,0.023809523809523808,0.047619047619047616,0.05952380952380952,0.011904761904761904,0.10714285714285714,0.0,0.0,0.15476190476190477,0.07142857142857142,0.0,0.0,0.0,0.0,0.15476190476190477,0.011904761904761904,0.0,0.047619047619047616,0.0,0.0,0.03571428571428571,0.05952380952380952,0.011904761904761904,0.0,0.0,0.0,0.0,0.011904761904761904,0.0,0.0,0.09523809523809523,0.023809523809523808,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,3.6,0.1,0.55,0.0,0.0,0.0,0.0,0.075,0.025,0.0,0.05,0.025,0.075,0.0,0.0,0.225,0.05,0.0,0.0,0.0,0.0,0.2,0.025,0.0,0.0,0.0,0.0,0.025,0.025,0.025,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.05,0.025,0.05,0.0,0.0,0.025,0.0,0.0,0.0,0.0
2.0,34.0,0.0,0.0,0.0,1.0,0.0,11.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,4.0,0.17647058823529413,0.6470588235294118,0.0,0.0,0.0,0.0,0.058823529411764705,0.029411764705882353,0.0,0.058823529411764705,0.029411764705882353,0.058823529411764705,0.0,0.0,0.14705882352941177,0.029411764705882353,0.0,0.0,0.0,0.0,0.14705882352941177,0.0,0.0,0.08823529411764706,0.0,0.0,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.029411764705882353,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0
4.0,163.0,0.0,1.0,0.0,0.0,1.0,35.42862543198649,55.333333333333336,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.6380368098159509,3.7423312883435584,0.22085889570552147,0.6380368098159509,0.0,0.006134969325153374,0.0,0.0,0.0736196319018405,0.018404907975460124,0.03067484662576687,0.03680981595092025,0.0,0.09815950920245399,0.0,0.0,0.1165644171779141,0.05521472392638037,0.0,0.006134969325153374,0.0,0.0,0.1901840490797546,0.018404907975460124,0.0,0.04294478527607362,0.0,0.006134969325153374,0.05521472392638037,0.012269938650306749,0.05521472392638037,0.0,0.0,0.006134969325153374,0.0,0.006134969325153374,0.0,0.012269938650306749,0.06748466257668712,0.03067484662576687,0.024539877300613498,0.018404907975460124,0.006134969325153374,0.006134969325153374,0.0,0.0,0.0,0.0
4.0,28.0,0.0,0.0,0.0,1.0,0.0,3.391164991562634,4.666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8928571428571429,3.2857142857142856,0.32142857142857145,0.6785714285714286,0.0,0.0,0.0,0.0,0.03571428571428571,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.10714285714285714,0.0,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571,0.10714285714285714,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.07142857142857142,0.0
