v1 sentences per paragraph,v2 words per paragraph,v3 close parenthesis present,v4 dash present,v5 semi-colon or colon present,v6 question mark present,v7 apostrophe present,v8 standard deviation of sentence length,v9 length difference for consecutive sentences,v10 sentence with < 11 words,v11 sentence with > 34 words,v12 contains 'although',v13 contains 'however',v14 contains 'but',v15 contains 'because',v16 contains 'this',v17 contains 'others' or 'researchers',v18 contains numbers,v19 contains 2 times more capitals than period,v20 contains 'et',word variation,average word length,non alphabetic characters frequency,uncommon word frequency,non-alphabetic characters frequency,numeric value frequency,'',(,),",",.,:,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,JJ_exp,JJ_lim,JJ_pp,JJ_presp,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB
5,161,False,True,True,False,True,16.314410807626487,20.25,False,True,False,False,True,False,False,False,False,False,False,0.5403726708074534,3.4906832298136647,0.15527950310559005,0.5527950310559007,0.15527950310559005,0.0,0.0,0.0,0.0,0.07453416149068323,0.031055900621118012,0.024844720496894408,0.049689440993788817,0.006211180124223602,0.09937888198757763,0.006211180124223602,0.0,0.11180124223602485,0.043478260869565216,0.0,0.0,0.006211180124223602,0.0,0.0,0.0,0.012422360248447204,0.13664596273291926,0.031055900621118012,0.0,0.037267080745341616,0.0,0.024844720496894408,0.09316770186335403,0.018633540372670808,0.031055900621118012,0.0,0.0,0.0,0.0,0.006211180124223602,0.0,0.012422360248447204,0.10559006211180125,0.018633540372670808,0.006211180124223602,0.0,0.0,0.0,0.006211180124223602,0.0,0.006211180124223602
7,155,False,False,True,False,False,9.093617407336884,12.333333333333334,False,True,False,False,True,False,True,False,False,True,False,0.6129032258064516,4.264516129032258,0.07741935483870968,0.535483870967742,0.07741935483870968,0.0,0.0,0.0,0.0,0.012903225806451613,0.04516129032258064,0.01935483870967742,0.07096774193548387,0.012903225806451613,0.14838709677419354,0.0064516129032258064,0.0,0.10967741935483871,0.1032258064516129,0.0,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0064516129032258064,0.10967741935483871,0.03225806451612903,0.0,0.03870967741935484,0.0,0.0,0.04516129032258064,0.0,0.06451612903225806,0.0,0.0,0.0,0.0,0.012903225806451613,0.0,0.012903225806451613,0.07741935483870968,0.01935483870967742,0.01935483870967742,0.0,0.0064516129032258064,0.0064516129032258064,0.0,0.0,0.0064516129032258064
3,93,False,False,True,False,True,11.575836902790225,16.5,False,True,False,False,False,False,False,False,False,True,False,0.7849462365591398,3.7419354838709675,0.16129032258064516,0.5913978494623656,0.16129032258064516,0.0,0.0,0.0,0.0,0.03225806451612903,0.03225806451612903,0.021505376344086023,0.021505376344086023,0.0,0.07526881720430108,0.0,0.0,0.13978494623655913,0.08602150537634409,0.0,0.0,0.0,0.0,0.0,0.0,0.021505376344086023,0.13978494623655913,0.043010752688172046,0.0,0.021505376344086023,0.0,0.010752688172043012,0.07526881720430108,0.03225806451612903,0.043010752688172046,0.010752688172043012,0.0,0.010752688172043012,0.0,0.021505376344086023,0.0,0.03225806451612903,0.03225806451612903,0.021505376344086023,0.010752688172043012,0.043010752688172046,0.010752688172043012,0.010752688172043012,0.0,0.0,0.0
1,10,False,False,False,False,False,0.0,0.0,True,False,False,False,False,False,False,False,False,False,False,1.0,3.6,0.4,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2,47,False,False,False,False,False,20.5,41.0,True,True,False,False,False,False,True,False,False,False,False,0.7872340425531915,3.4680851063829787,0.2127659574468085,0.6382978723404256,0.2127659574468085,0.0,0.0,0.0,0.0,0.06382978723404255,0.02127659574468085,0.0,0.02127659574468085,0.02127659574468085,0.06382978723404255,0.0,0.0,0.0851063829787234,0.0425531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.14893617021276595,0.0425531914893617,0.0,0.0,0.0,0.0,0.14893617021276595,0.0,0.06382978723404255,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.06382978723404255,0.0425531914893617,0.0,0.02127659574468085,0.06382978723404255,0.02127659574468085,0.0,0.0,0.0,0.02127659574468085
2,10,False,False,False,True,False,2.0,4.0,True,False,False,False,False,False,False,False,False,False,False,1.0,3.4,0.4,0.8,0.4,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0
1,29,False,False,True,False,True,0.0,0.0,False,False,False,False,False,False,True,False,False,True,False,0.896551724137931,2.689655172413793,0.1724137931034483,0.6896551724137931,0.1724137931034483,0.0,0.034482758620689655,0.0,0.0,0.10344827586206896,0.0,0.034482758620689655,0.0,0.0,0.10344827586206896,0.0,0.0,0.06896551724137931,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10344827586206896,0.10344827586206896,0.0,0.0,0.0,0.0,0.13793103448275862,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.034482758620689655,0.06896551724137931,0.0,0.0,0.0,0.0
1,13,False,False,False,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,1.0,2.6153846153846154,0.38461538461538464,0.7692307692307693,0.38461538461538464,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.0
2,43,False,False,True,True,False,4.5,9.0,False,False,False,False,False,False,False,False,False,True,False,0.8604651162790697,3.4186046511627906,0.23255813953488372,0.627906976744186,0.23255813953488372,0.0,0.0,0.0,0.0,0.046511627906976744,0.023255813953488372,0.023255813953488372,0.0,0.0,0.046511627906976744,0.0,0.0,0.09302325581395349,0.13953488372093023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13953488372093023,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.09302325581395349,0.023255813953488372,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.0,0.023255813953488372,0.046511627906976744,0.09302325581395349,0.046511627906976744,0.0,0.0,0.0
2,25,False,False,False,False,False,3.5,7.0,True,False,False,False,False,False,False,False,False,False,False,0.84,3.8,0.12,0.44,0.12,0.0,0.0,0.0,0.0,0.04,0.08,0.0,0.0,0.0,0.24,0.0,0.0,0.16,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.04,0.0,0.0,0.04,0.0,0.04,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,38,False,False,True,False,False,3.0,6.0,False,False,False,False,False,False,False,False,False,False,False,0.7105263157894737,3.5,0.2894736842105263,0.6578947368421053,0.2894736842105263,0.0,0.0,0.0,0.0,0.05263157894736842,0.02631578947368421,0.05263157894736842,0.05263157894736842,0.0,0.13157894736842105,0.0,0.0,0.02631578947368421,0.05263157894736842,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.10526315789473684,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0
1,33,False,False,True,False,False,0.0,0.0,False,False,False,False,True,False,False,False,False,False,False,0.7878787878787878,3.5757575757575757,0.12121212121212122,0.5757575757575758,0.12121212121212122,0.0,0.0,0.0,0.0,0.06060606060606061,0.030303030303030304,0.030303030303030304,0.09090909090909091,0.0,0.12121212121212122,0.0,0.0,0.06060606060606061,0.15151515151515152,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.12121212121212122,0.0,0.0,0.030303030303030304,0.0,0.0,0.06060606060606061,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.030303030303030304,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,14,False,False,False,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,True,False,1.0,3.642857142857143,0.07142857142857142,0.5714285714285714,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.14285714285714285,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,128,False,True,True,False,False,14.636332266733431,31.0,False,True,False,False,True,False,True,False,False,True,False,0.6875,4.109375,0.1328125,0.6015625,0.1328125,0.0,0.0,0.0,0.0,0.0546875,0.03125,0.03125,0.0546875,0.0078125,0.1171875,0.0,0.0,0.1015625,0.125,0.015625,0.0,0.0078125,0.0,0.0,0.0,0.0078125,0.1328125,0.046875,0.0,0.0234375,0.0,0.0,0.0546875,0.0,0.0234375,0.0,0.0,0.0,0.0,0.0234375,0.0,0.0234375,0.0703125,0.0078125,0.0078125,0.0,0.0,0.015625,0.0,0.015625,0.0
5,87,False,True,True,False,False,11.146299834474219,15.5,True,True,False,False,True,False,True,False,False,False,False,0.7126436781609196,3.5402298850574714,0.1724137931034483,0.6091954022988506,0.1724137931034483,0.0,0.0,0.0,0.0,0.022988505747126436,0.04597701149425287,0.034482758620689655,0.05747126436781609,0.011494252873563218,0.10344827586206896,0.011494252873563218,0.0,0.11494252873563218,0.08045977011494253,0.0,0.0,0.0,0.0,0.0,0.0,0.022988505747126436,0.10344827586206896,0.022988505747126436,0.0,0.0,0.0,0.0,0.12643678160919541,0.0,0.034482758620689655,0.0,0.0,0.011494252873563218,0.0,0.011494252873563218,0.011494252873563218,0.04597701149425287,0.04597701149425287,0.0,0.011494252873563218,0.04597701149425287,0.011494252873563218,0.0,0.011494252873563218,0.0,0.0
1,23,False,False,False,False,False,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,1.0,3.217391304347826,0.21739130434782608,0.6086956521739131,0.21739130434782608,0.0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.043478260869565216,0.0,0.08695652173913043,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.0,0.0,0.043478260869565216,0.0,0.0,0.08695652173913043,0.043478260869565216,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0
3,108,False,True,True,False,True,11.343133018115703,13.5,False,True,False,False,False,False,True,False,False,True,False,0.6203703703703703,3.175925925925926,0.23148148148148148,0.6111111111111112,0.23148148148148148,0.0,0.027777777777777776,0.0,0.0,0.09259259259259259,0.009259259259259259,0.046296296296296294,0.046296296296296294,0.0,0.09259259259259259,0.0,0.0,0.027777777777777776,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.1574074074074074,0.046296296296296294,0.0,0.027777777777777776,0.0,0.0,0.06481481481481481,0.018518518518518517,0.037037037037037035,0.0,0.0,0.0,0.0,0.06481481481481481,0.0,0.05555555555555555,0.07407407407407407,0.009259259259259259,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.018518518518518517
