v1 sentences per paragraph,v2 words per paragraph,v3 close parenthesis present,v4 dash present,v5 semi-colon or colon present,v6 question mark present,v7 apostrophe present,v8 standard deviation of sentence length,v9 length difference for consecutive sentences,v10 sentence with < 11 words,v11 sentence with > 34 words,v12 contains 'although',v13 contains 'however',v14 contains 'but',v15 contains 'because',v16 contains 'this',v17 contains 'others' or 'researchers',v18 contains numbers,v19 contains 2 times more capitals than period,v20 contains 'et',word variation,average word length,non alphabetic characters frequency,uncommon word frequency,non-alphabetic characters frequency,numeric value frequency,#,$,'',(,),",",.,:,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,JJ_pp,JJ_presp,LS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,``
493,493,True,True,False,False,False,8.16408866622601,8.8,False,True,True,False,False,False,True,False,True,True,False,0.48073022312373226,4.795131845841785,0.16024340770791076,0.6592292089249493,0.16024340770791076,0.0,0.0,0.002028397565922921,0.0,0.006085192697768763,0.006085192697768763,0.028397565922920892,0.032454361054766734,0.0,0.02636916835699797,0.02028397565922921,0.09330628803245436,0.0,0.0,0.13793103448275862,0.07099391480730223,0.010141987829614604,0.008113590263691683,0.0,0.0,0.0,0.014198782961460446,0.18661257606490872,0.034482758620689655,0.0,0.07302231237322515,0.0,0.0,0.002028397565922921,0.0,0.04056795131845842,0.004056795131845842,0.0,0.0,0.0,0.04056795131845842,0.0,0.05070993914807302,0.02231237322515213,0.02636916835699797,0.04462474645030426,0.006085192697768763,0.006085192697768763,0.006085192697768763,0.0,0.0,0.0,0.0
191,191,True,True,True,False,False,19.651653874419832,27.0,False,True,True,False,False,False,False,False,True,True,True,0.5549738219895288,4.115183246073299,0.6492146596858639,0.8481675392670157,0.6492146596858639,0.0,0.0,0.0,0.0,0.041884816753926704,0.041884816753926704,0.10471204188481675,0.020942408376963352,0.02617801047120419,0.020942408376963352,0.06282722513089005,0.031413612565445025,0.0,0.03664921465968586,0.03664921465968586,0.11518324607329843,0.0,0.005235602094240838,0.0,0.005235602094240838,0.0,0.0,0.1099476439790576,0.13089005235602094,0.0,0.04712041884816754,0.0,0.0,0.005235602094240838,0.0,0.06282722513089005,0.0,0.0,0.0,0.0,0.015706806282722512,0.0,0.015706806282722512,0.0,0.005235602094240838,0.015706806282722512,0.020942408376963352,0.010471204188481676,0.010471204188481676,0.0,0.0,0.0,0.0
750,750,True,True,True,False,False,10.517709932405543,12.863636363636363,True,True,False,False,True,False,True,False,True,True,True,0.41733333333333333,4.518666666666666,0.35333333333333333,0.736,0.35333333333333333,0.0,0.0,0.0,0.0,0.0026666666666666666,0.0026666666666666666,0.036,0.06,0.0013333333333333333,0.050666666666666665,0.036,0.050666666666666665,0.005333333333333333,0.005333333333333333,0.10133333333333333,0.11066666666666666,0.0026666666666666666,0.0,0.0,0.0,0.0,0.0026666666666666666,0.148,0.11733333333333333,0.0,0.07466666666666667,0.0,0.0,0.006666666666666667,0.0026666666666666666,0.03333333333333333,0.0013333333333333333,0.0,0.0,0.0,0.02,0.0,0.02,0.0013333333333333333,0.024,0.018666666666666668,0.016,0.030666666666666665,0.010666666666666666,0.0,0.0,0.006666666666666667,0.0
803,803,True,True,True,False,False,11.498668401167153,12.179487179487179,True,True,True,False,False,False,True,True,True,True,True,0.45454545454545453,4.722291407222914,0.29140722291407223,0.7397260273972602,0.29140722291407223,0.0,0.0,0.0,0.0,0.0186799501867995,0.0186799501867995,0.053549190535491904,0.049813200498132,0.008717310087173101,0.039850560398505604,0.026151930261519303,0.0759651307596513,0.0,0.0037359900373599006,0.08717310087173101,0.09464508094645081,0.0024906600249066002,0.0012453300124533001,0.0,0.0,0.0,0.008717310087173101,0.16811955168119552,0.09090909090909091,0.0,0.05603985056039851,0.0,0.0,0.0136986301369863,0.0049813200498132005,0.038605230386052306,0.0024906600249066002,0.0,0.0,0.0,0.0161892901618929,0.0,0.021170610211706103,0.0273972602739726,0.024906600249066,0.017434620174346202,0.012453300124533,0.009962640099626401,0.0062266500622665,0.0,0.0,0.0,0.0
1339,1339,True,True,True,True,False,23.20402226566669,24.97872340425532,True,True,False,True,False,True,True,False,True,True,True,0.2710978342046303,4.740104555638537,0.3121732636295743,0.6945481702763256,0.3121732636295743,0.0,0.0,0.0,0.0,0.02389843166542196,0.02315160567587752,0.044062733383121735,0.035847647498132934,0.016430171769977596,0.04555638536221061,0.035847647498132934,0.05974607916355489,0.0,0.004480955937266617,0.10082150858849888,0.07991038088125467,0.0014936519790888724,0.0007468259895444362,0.0,0.0,0.0,0.012696041822255415,0.1463778939507095,0.07244212098581031,0.0,0.06870799103808813,0.0,0.0,0.019417475728155338,0.008961911874533234,0.038834951456310676,0.0,0.0014936519790888724,0.0,0.0,0.024645257654966394,0.0,0.028379387602688575,0.0022404779686333084,0.01194921583271098,0.009708737864077669,0.024645257654966394,0.03136669156086632,0.014189693801344288,0.002987303958177745,0.0007468259895444362,0.008215085884988798,0.0
973,973,True,True,True,True,True,19.753070987648293,21.576923076923077,True,True,True,False,True,False,True,False,True,True,True,0.4028776978417266,4.715313463514902,0.3340184994861254,0.7163412127440905,0.3340184994861254,0.0,0.0,0.0,0.007194244604316547,0.018499486125385406,0.018499486125385406,0.065775950668037,0.02774922918807811,0.007194244604316547,0.02774922918807811,0.022610483042137718,0.08119218910585817,0.0010277492291880781,0.007194244604316547,0.07605344295991778,0.1171634121274409,0.0020554984583761563,0.0010277492291880781,0.0,0.0010277492291880781,0.0,0.009249743062692703,0.1593011305241521,0.07708119218910586,0.0041109969167523125,0.044193216855087356,0.0,0.0,0.013360739979445015,0.0051387461459403904,0.046248715313463515,0.0020554984583761563,0.0,0.0,0.0,0.017471736896197326,0.0,0.025693730729701953,0.007194244604316547,0.014388489208633094,0.019527235354573486,0.01644398766700925,0.03391572456320658,0.010277492291880781,0.0010277492291880781,0.0010277492291880781,0.003083247687564234,0.007194244604316547
1030,1030,True,True,True,True,False,13.528168311655527,14.292682926829269,True,True,True,True,False,False,True,False,True,True,True,0.3737864077669903,4.887378640776699,0.28252427184466017,0.7388349514563107,0.28252427184466017,0.0,0.0,0.0,0.0,0.01650485436893204,0.01650485436893204,0.05145631067961165,0.040776699029126215,0.010679611650485437,0.021359223300970873,0.02233009708737864,0.06990291262135923,0.000970873786407767,0.008737864077669903,0.08155339805825243,0.1407766990291262,0.000970873786407767,0.0,0.000970873786407767,0.0,0.0,0.010679611650485437,0.141747572815534,0.05339805825242718,0.0,0.070873786407767,0.0,0.0,0.019417475728155338,0.01262135922330097,0.04757281553398058,0.001941747572815534,0.0,0.0,0.0,0.03300970873786408,0.0,0.03495145631067961,0.000970873786407767,0.020388349514563107,0.02233009708737864,0.02621359223300971,0.01262135922330097,0.003883495145631068,0.0,0.0,0.003883495145631068,0.0
1370,1370,True,True,False,False,False,9.543953266486959,9.03448275862069,True,True,False,True,True,False,True,False,True,True,True,0.3284671532846715,4.423357664233577,0.30802919708029197,0.7328467153284671,0.30802919708029197,0.0,0.0,0.0,0.0,0.022627737226277374,0.022627737226277374,0.06934306569343066,0.043065693430656936,0.0,0.025547445255474453,0.027737226277372264,0.08102189781021898,0.00145985401459854,0.0,0.09562043795620438,0.09927007299270073,0.00145985401459854,0.00072992700729927,0.0,0.0,0.0,0.0051094890510948905,0.15328467153284672,0.040875912408759124,0.0,0.06569343065693431,0.0,0.0,0.004379562043795621,0.00072992700729927,0.060583941605839416,0.00583941605839416,0.0,0.0,0.0,0.016788321167883213,0.0,0.01824817518248175,0.00583941605839416,0.01824817518248175,0.04890510948905109,0.013138686131386862,0.040875912408759124,0.010948905109489052,0.0,0.0,0.0,0.0
142,142,True,True,True,False,False,14.813507349712964,25.5,True,True,False,False,False,False,True,True,True,True,True,0.6619718309859155,5.359154929577465,0.19718309859154928,0.7676056338028169,0.19718309859154928,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.04929577464788732,0.035211267605633804,0.007042253521126761,0.035211267605633804,0.014084507042253521,0.07042253521126761,0.0,0.0,0.08450704225352113,0.15492957746478872,0.0,0.0,0.0,0.0,0.0,0.007042253521126761,0.18309859154929578,0.035211267605633804,0.0,0.04225352112676056,0.0,0.0,0.02112676056338028,0.0,0.07042253521126761,0.0,0.0,0.0,0.0,0.028169014084507043,0.0,0.04225352112676056,0.0,0.02112676056338028,0.014084507042253521,0.028169014084507043,0.028169014084507043,0.0,0.0,0.0,0.0,0.0
88,88,False,True,False,False,False,6.708203932499369,8.0,False,False,False,False,False,False,False,False,False,True,False,0.7045454545454546,5.045454545454546,0.07954545454545454,0.6590909090909091,0.07954545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.045454545454545456,0.0,0.0,0.0,0.11363636363636363,0.0,0.0,0.1590909090909091,0.11363636363636363,0.011363636363636364,0.0,0.0,0.0,0.0,0.022727272727272728,0.19318181818181818,0.022727272727272728,0.0,0.03409090909090909,0.0,0.0,0.022727272727272728,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.022727272727272728,0.0,0.06818181818181818,0.045454545454545456,0.0,0.056818181818181816,0.0,0.0,0.0,0.011363636363636364,0.0
102,102,True,True,True,False,False,14.044571905188139,12.333333333333334,False,True,False,False,False,False,False,False,True,True,True,0.7254901960784313,4.911764705882353,0.3627450980392157,0.8431372549019608,0.3627450980392157,0.0,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.049019607843137254,0.0392156862745098,0.00980392156862745,0.00980392156862745,0.029411764705882353,0.0784313725490196,0.0,0.00980392156862745,0.06862745098039216,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.10784313725490197,0.09803921568627451,0.0,0.08823529411764706,0.0,0.0,0.00980392156862745,0.00980392156862745,0.049019607843137254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.049019607843137254,0.0196078431372549,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0,0.0
151,151,False,True,False,False,False,5.0682837331783235,4.666666666666667,False,True,False,False,False,False,True,False,False,False,False,0.6821192052980133,5.582781456953643,0.11920529801324503,0.6821192052980133,0.11920529801324503,0.0,0.0,0.0,0.0,0.0,0.0,0.013245033112582781,0.026490066225165563,0.0,0.026490066225165563,0.0,0.09271523178807947,0.0,0.0,0.07947019867549669,0.17218543046357615,0.0,0.0,0.0,0.0,0.0,0.013245033112582781,0.23178807947019867,0.013245033112582781,0.0,0.07947019867549669,0.0,0.0,0.019867549668874173,0.013245033112582781,0.033112582781456956,0.0,0.0,0.0,0.0,0.026490066225165563,0.0,0.039735099337748346,0.006622516556291391,0.006622516556291391,0.019867549668874173,0.026490066225165563,0.026490066225165563,0.013245033112582781,0.0,0.0,0.019867549668874173,0.0
708,708,True,True,True,False,False,15.176329847967887,12.538461538461538,True,True,False,False,False,False,True,False,True,False,True,0.2994350282485876,4.9759887005649714,0.3615819209039548,0.75,0.3615819209039548,0.0,0.0,0.0,0.0,0.018361581920903956,0.018361581920903956,0.05649717514124294,0.038135593220338986,0.012711864406779662,0.03248587570621469,0.02824858757062147,0.07627118644067797,0.0014124293785310734,0.011299435028248588,0.09180790960451977,0.12429378531073447,0.002824858757062147,0.0,0.0,0.0,0.0,0.0,0.17372881355932204,0.03954802259887006,0.0,0.06779661016949153,0.002824858757062147,0.0,0.015536723163841809,0.014124293785310734,0.05367231638418079,0.00423728813559322,0.0,0.0014124293785310734,0.0,0.02401129943502825,0.0,0.005649717514124294,0.002824858757062147,0.00423728813559322,0.025423728813559324,0.02401129943502825,0.026836158192090395,0.0014124293785310734,0.0,0.0,0.0,0.0
132,132,False,True,False,False,False,9.393614852653903,13.0,False,True,False,True,False,False,True,False,False,True,False,0.7121212121212122,5.734848484848484,0.15151515151515152,0.6515151515151515,0.15151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.03787878787878788,0.0,0.022727272727272728,0.0,0.09090909090909091,0.0,0.0,0.12121212121212122,0.12878787878787878,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.14393939393939395,0.022727272727272728,0.0,0.09848484848484848,0.0,0.0,0.03787878787878788,0.015151515151515152,0.045454545454545456,0.007575757575757576,0.0,0.0,0.0,0.030303030303030304,0.0,0.015151515151515152,0.045454545454545456,0.06060606060606061,0.0,0.015151515151515152,0.0,0.007575757575757576,0.0,0.0,0.015151515151515152,0.0
458,458,True,True,True,True,False,20.193068117549647,24.333333333333332,False,True,False,True,True,False,True,False,True,False,True,0.3471615720524017,4.323144104803493,0.5698689956331878,0.8253275109170306,0.5698689956331878,0.0,0.0,0.0,0.0,0.039301310043668124,0.039301310043668124,0.11353711790393013,0.021834061135371178,0.017467248908296942,0.010917030567685589,0.056768558951965066,0.028384279475982533,0.0,0.017467248908296942,0.07205240174672489,0.10698689956331878,0.0,0.0,0.0,0.0,0.0,0.002183406113537118,0.12008733624454149,0.07423580786026202,0.0,0.05458515283842795,0.0,0.0,0.002183406113537118,0.0,0.10262008733624454,0.0,0.0,0.0,0.0,0.019650655021834062,0.0,0.017467248908296942,0.004366812227074236,0.019650655021834062,0.028384279475982533,0.008733624454148471,0.017467248908296942,0.004366812227074236,0.0,0.0,0.0,0.0
189,189,False,True,False,False,False,38.931831449342326,61.0,False,True,False,False,False,False,False,False,True,False,False,0.5343915343915344,5.227513227513228,0.19047619047619047,0.783068783068783,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.12698412698412698,0.021164021164021163,0.0,0.021164021164021163,0.015873015873015872,0.07936507936507936,0.0,0.0,0.07936507936507936,0.14814814814814814,0.005291005291005291,0.005291005291005291,0.0,0.0,0.0,0.015873015873015872,0.2751322751322751,0.005291005291005291,0.0,0.09523809523809523,0.0,0.0,0.015873015873015872,0.0,0.0,0.005291005291005291,0.0,0.0,0.0,0.015873015873015872,0.0,0.026455026455026454,0.015873015873015872,0.010582010582010581,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,252,True,True,True,False,False,4.242640687119285,5.0,False,True,False,False,False,False,True,False,True,False,False,0.5555555555555556,5.261904761904762,0.1865079365079365,0.7222222222222222,0.1865079365079365,0.0,0.0,0.0,0.0,0.01984126984126984,0.01984126984126984,0.03968253968253968,0.027777777777777776,0.007936507936507936,0.027777777777777776,0.011904761904761904,0.06746031746031746,0.0,0.0,0.11507936507936507,0.14285714285714285,0.003968253968253968,0.0,0.0,0.0,0.0,0.007936507936507936,0.2222222222222222,0.003968253968253968,0.0,0.09126984126984126,0.0,0.0,0.023809523809523808,0.003968253968253968,0.01984126984126984,0.0,0.0,0.0,0.0,0.01984126984126984,0.0,0.01984126984126984,0.0,0.04365079365079365,0.011904761904761904,0.023809523809523808,0.015873015873015872,0.007936507936507936,0.0,0.0,0.0,0.0
71,71,True,False,False,False,False,0.5,1.0,False,True,False,False,False,False,False,True,False,True,False,0.7183098591549296,4.985915492957746,0.08450704225352113,0.5774647887323944,0.08450704225352113,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.028169014084507043,0.028169014084507043,0.0,0.07042253521126761,0.0,0.11267605633802817,0.0,0.0,0.1267605633802817,0.19718309859154928,0.014084507042253521,0.0,0.0,0.0,0.0,0.014084507042253521,0.08450704225352113,0.014084507042253521,0.0,0.09859154929577464,0.0,0.0,0.014084507042253521,0.0,0.04225352112676056,0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.014084507042253521,0.014084507042253521,0.0,0.014084507042253521,0.028169014084507043,0.028169014084507043,0.014084507042253521,0.0,0.0,0.0,0.0
375,375,True,True,False,False,False,11.051252305272596,8.166666666666666,False,True,True,True,False,False,True,False,True,False,False,0.5573333333333333,4.994666666666666,0.12266666666666666,0.6693333333333333,0.12266666666666666,0.0,0.0,0.0,0.0,0.005333333333333333,0.005333333333333333,0.024,0.034666666666666665,0.0,0.037333333333333336,0.008,0.07466666666666667,0.0026666666666666666,0.0,0.10933333333333334,0.10133333333333333,0.0026666666666666666,0.0,0.0,0.0,0.0,0.0,0.16266666666666665,0.018666666666666668,0.0,0.08533333333333333,0.0,0.0,0.032,0.018666666666666668,0.056,0.0,0.0,0.0026666666666666666,0.0,0.034666666666666665,0.0,0.029333333333333333,0.005333333333333333,0.04533333333333334,0.034666666666666665,0.04,0.021333333333333333,0.0,0.0,0.0,0.008,0.0
125,125,True,True,False,False,False,4.810289896553937,6.6,False,False,False,False,False,False,True,False,True,True,False,0.664,5.04,0.168,0.696,0.168,0.0,0.0,0.0,0.0,0.008,0.008,0.024,0.048,0.0,0.032,0.008,0.064,0.0,0.0,0.088,0.128,0.0,0.0,0.0,0.0,0.0,0.008,0.144,0.072,0.0,0.08,0.0,0.0,0.048,0.0,0.008,0.0,0.0,0.0,0.0,0.08,0.0,0.072,0.032,0.008,0.016,0.016,0.008,0.0,0.0,0.0,0.0,0.0
1498,1498,True,True,True,True,False,14.366539629900444,16.365079365079364,True,True,False,False,True,False,True,True,True,True,True,0.27303070761014686,4.528704939919893,0.36248331108144194,0.712283044058745,0.36248331108144194,0.0,0.0,0.0,0.0,0.029372496662216287,0.029372496662216287,0.06275033377837116,0.042723631508678236,0.010680907877169559,0.036048064085447265,0.038050734312416554,0.08411214953271028,0.0,0.0026702269692923898,0.08811748998664887,0.0774365821094793,0.0013351134846461949,0.0,0.0,0.0,0.0,0.004672897196261682,0.12550066755674233,0.09612817089452604,0.0013351134846461949,0.05807743658210948,0.0,0.0,0.011348464619492658,0.0026702269692923898,0.036048064085447265,0.0,0.0,0.0,0.0,0.0260347129506008,0.0,0.03271028037383177,0.004672897196261682,0.018691588785046728,0.028037383177570093,0.012016021361815754,0.0267022696929239,0.007343124165554072,0.0013351134846461949,0.0,0.004005340453938585,0.0
