Author name,Document index,Paragraph index,Sentence index,Sentence length,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,Word 10,Word 11,Word 12,Word 13,Word 14,Word 15,Word 16,Word 17,Word 18,Word 19,Word 20,Word 21,Word 22,Word 23,Word 24,Word 25,Word 26,Word 27,Word 28,Word 29,Word 30,Word 31,Word 32,Word 33,Word 34,Word 35,Word 36,Word 37,Word 38,Word 39,Word 40,Word 41,Word 42,Word 43,Word 44,Word 45,Word 46,Word 47,Word 48,Word 49,Word 50,Word 51,Word 52,Word 53,Word 54,Word 55,Word 56,Word 57,Word 58,Word 59,Word 60,Word 61,Word 62,Word 63,Word 64,Word 65,Word 66,Word 67,Word 68,Word 69,Word 70,Word 71,Word 72,Word 73,Word 74,Word 75,Word 76,Word 77,Word 78,Word 79,Word 80,Word 81,Word 82,Word 83,Word 84,Word 85,Word 86,Word 87,Word 88,Word 89,Word 90,Word 91,Word 92,Word 93,Word 94,Word 95,Word 96,Word 97,Word 98,Word 99,Word 100,Word 101,Word 102,Word 103,Word 104,Word 105,Word 106,Word 107,Word 108,Word 109,Word 110,Word 111,Word 112,Word 113,Word 114,Word 115,Word 116,Word 117,Word 118,Word 119,Word 120,Word 121,Word 122,Word 123,Word 124,Word 125,Word 126,Word 127,Word 128,Word 129,Word 130,Word 131,Word 132,Word 133,Word 134,Word 135,Word 136,Word 137,Word 138,Word 139,Word 140,Word 141,Word 142,Word 143,Word 144,Word 145,Word 146,Word 147,Word 148,Word 149,Word 150,Word 151,Word 152
chesterton,0,3,4,31,All,these,things,",",as,I,say,",",the,professor,had,invented,;,he,had,invented,everything,in,the,flying,ship,",",with,the,exception,",",perhaps,",",of,himself,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,3,5,24,This,he,had,been,born,too,late,actually,to,inaugurate,",",but,he,believed,at,least,",",that,he,had,considerably,improved,it,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,4,0,18,There,was,",",however,",",another,man,on,board,",",so,to,speak,",",at,the,time,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,4,1,53,Him,",",also,",",by,a,curious,coincidence,",",the,professor,had,not,invented,",",and,him,he,had,not,even,very,greatly,improved,",",though,he,had,fished,him,up,with,a,lasso,out,of,his,own,back,garden,",",in,Western,Bulgaria,",",with,the,pure,object,of,improving,him,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,4,2,14,He,was,an,exceedingly,holy,man,",",almost,entirely,covered,with,white,hair,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,4,3,16,You,could,see,nothing,but,his,eyes,",",and,he,seemed,to,talk,with,them,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,4,4,61,A,monk,of,immense,learning,and,acute,intellect,he,had,made,himself,happy,in,a,little,stone,hut,and,a,little,stony,garden,in,the,Balkans,",",chiefly,by,writing,the,most,crushing,refutations,of,exposures,of,certain,heresies,",",the,last,professors,of,which,had,been,burnt,(,generally,by,each,other,),precisely,1,",",119,years,previously,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,4,5,52,They,were,really,very,plausible,and,thoughtful,heresies,",",and,it,was,really,a,creditable,or,even,glorious,circumstance,",",that,the,old,monk,had,been,intellectual,enough,to,detect,their,fallacy,;,the,only,misfortune,was,that,nobody,in,the,modern,world,was,intellectual,enough,even,to,understand,their,argument,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,4,6,54,The,old,monk,",",one,of,whose,names,was,Michael,",",and,the,other,a,name,quite,impossible,to,remember,or,repeat,in,our,Western,civilization,",",had,",",however,",",as,I,have,said,",",made,himself,quite,happy,while,he,was,in,a,mountain,hermitage,in,the,society,of,wild,animals,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,4,7,26,And,now,that,his,luck,had,lifted,him,above,all,the,mountains,in,the,society,of,a,wild,physicist,",",he,made,himself,happy,still,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,5,0,23,"""",I,have,no,intention,",",my,good,Michael,",""",said,Professor,Lucifer,",","""",of,endeavouring,to,convert,you,by,argument,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,5,1,42,The,imbecility,of,your,traditions,can,be,quite,finally,exhibited,to,anybody,with,mere,ordinary,knowledge,of,the,world,",",the,same,kind,of,knowledge,which,teaches,us,not,to,sit,in,draughts,or,not,to,encourage,friendliness,in,impecunious,people,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,5,2,14,It,is,folly,to,talk,of,this,or,that,demonstrating,the,rationalist,philosophy,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,5,3,4,Everything,demonstrates,it,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,5,4,8,Rubbing,shoulders,with,men,of,all,kinds,"----""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,6,0,50,"""",You,will,forgive,me,",""",said,the,monk,",",meekly,from,under,loads,of,white,beard,",","""",but,I,fear,I,do,not,understand,;,was,it,in,order,that,I,might,rub,my,shoulder,against,men,of,all,kinds,that,you,put,me,inside,this,thing,"?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,7,0,35,"""",An,entertaining,retort,",",in,the,narrow,and,deductive,manner,of,the,Middle,Ages,",""",replied,the,Professor,",",calmly,",","""",but,even,upon,your,own,basis,I,will,illustrate,my,point,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,7,1,7,We,are,up,in,the,sky,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,7,2,33,In,your,religion,and,all,the,religions,",",as,far,as,I,know,(,and,I,know,everything,"),",the,sky,is,made,the,symbol,of,everything,that,is,sacred,and,merciful,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,7,3,13,Well,",",now,you,are,in,the,sky,",",you,know,better,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,7,4,19,Phrase,it,how,you,like,",",twist,it,how,you,like,",",you,know,that,you,know,better,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,7,5,28,You,know,what,are,a,man,',s,real,feelings,about,the,heavens,",",when,he,finds,himself,alone,in,the,heavens,",",surrounded,by,the,heavens,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,7,6,11,You,know,the,truth,",",and,the,truth,is,this,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,7,7,15,The,heavens,are,evil,",",the,sky,is,evil,",",the,stars,are,evil,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,7,8,19,This,mere,space,",",this,mere,quantity,",",terrifies,a,man,more,than,tigers,or,the,terrible,plague,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,7,9,18,You,know,that,since,our,science,has,spoken,",",the,bottom,has,fallen,out,of,the,Universe,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,7,10,14,Now,",",heaven,is,the,hopeless,thing,",",more,hopeless,than,any,hell,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,7,11,42,Now,",",if,there,be,any,comfort,for,all,your,miserable,progeny,of,morbid,apes,",",it,must,be,in,the,earth,",",underneath,you,",",under,the,roots,of,the,grass,",",in,the,place,where,hell,was,of,old,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,7,12,38,The,fiery,crypts,",",the,lurid,cellars,of,the,underworld,",",to,which,you,once,condemned,the,wicked,",",are,hideous,enough,",",but,at,least,they,are,more,homely,than,the,heaven,in,which,we,ride,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,7,13,21,And,the,time,will,come,when,you,will,all,hide,in,them,",",to,escape,the,horror,of,the,stars,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,8,0,25,"""",I,hope,you,will,excuse,my,interrupting,you,",""",said,Michael,",",with,a,slight,cough,",","""",but,I,have,always,noticed,"----""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,9,0,25,"""",Go,on,",",pray,go,on,",""",said,Professor,Lucifer,",",radiantly,",","""",I,really,like,to,draw,out,your,simple,ideas,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,10,0,77,"""",Well,",",the,fact,is,",""",said,the,other,",","""",that,much,as,I,admire,your,rhetoric,and,the,rhetoric,of,your,school,",",from,a,purely,verbal,point,of,view,",",such,little,study,of,you,and,your,school,in,human,history,as,I,have,been,enabled,to,make,has,led,me,to,--,er,--,rather,singular,conclusion,",",which,I,find,great,difficulty,in,expressing,",",especially,in,a,foreign,language,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,11,0,19,"""",Come,",",come,",""",said,the,Professor,",",encouragingly,",","""",I,',ll,help,you,out,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,11,1,7,How,did,my,view,strike,you,"?""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,12,0,41,"""",Well,",",the,truth,is,",",I,know,I,don,',t,express,it,properly,",",but,somehow,it,seemed,to,me,that,you,always,convey,ideas,of,that,kind,with,most,eloquence,",",when,--,er,--,when,"----""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,13,0,3,"""",Oh,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,13,1,8,get,on,",""",cried,Lucifer,",",boisterously,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,14,0,19,"""",Well,",",in,point,of,fact,when,your,flying,ship,is,just,going,to,run,into,something,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,14,1,20,I,thought,you,wouldn,',t,mind,my,mentioning,it,",",but,it,',s,running,into,something,now,".""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,15,0,23,Lucifer,exploded,with,an,oath,and,leapt,erect,",",leaning,hard,upon,the,handle,that,acted,as,a,helm,to,the,vessel,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,15,1,18,For,the,last,ten,minutes,they,had,been,shooting,downwards,into,great,cracks,and,caverns,of,cloud,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,15,2,39,Now,",",through,a,sort,of,purple,haze,",",could,be,seen,comparatively,near,to,them,what,seemed,to,be,the,upper,part,of,a,huge,",",dark,orb,or,sphere,",",islanded,in,a,sea,of,cloud,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,15,3,13,The,Professor,',s,eyes,were,blazing,like,a,maniac,',s,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,16,0,15,"""",It,is,a,new,world,",""",he,cried,",",with,a,dreadful,mirth,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,16,1,13,"""",It,is,a,new,planet,and,it,shall,bear,my,name,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,16,2,18,This,star,and,not,that,other,vulgar,one,shall,be,',Lucifer,",",sun,of,the,morning,.',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,16,3,15,Here,we,will,have,no,chartered,lunacies,",",here,we,will,have,no,gods,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chesterton,0,16,4,20,Here,man,shall,be,as,innocent,as,the,daisies,",",as,innocent,and,as,cruel,--,here,the,intellect,"----""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
