Author name,Document name,Paragraph number,Sentence number,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,Word 10,Word 11,Word 12,Word 13,Word 14,Word 15,Word 16,Word 17,Word 18,Word 19,Word 20,Word 21,Word 22,Word 23,Word 24,Word 25,Word 26,Word 27,Word 28,Word 29,Word 30,Word 31,Word 32,Word 33,Word 34,Word 35,Word 36,Word 37,Word 38,Word 39,Word 40,Word 41,Word 42,Word 43,Word 44,Word 45,Word 46,Word 47,Word 48,Word 49,Word 50,Word 51,Word 52,Word 53,Word 54,Word 55,Word 56,Word 57,Word 58,Word 59,Word 60,Word 61,Word 62,Word 63,Word 64,Word 65,Word 66,Word 67,Word 68,Word 69,Word 70,Word 71,Word 72,Word 73,Word 74,Word 75,Word 76,Word 77,Word 78,Word 79,Word 80,Word 81,Word 82,Word 83,Word 84,Word 85,Word 86,Word 87,Word 88,Word 89,Word 90,Word 91,Word 92,Word 93,Word 94,Word 95,Word 96,Word 97,Word 98,Word 99,Word 100,Word 101,Word 102,Word 103,Word 104,Word 105,Word 106,Word 107,Word 108,Word 109,Word 110,Word 111,Word 112,Word 113,Word 114,Word 115,Word 116,Word 117,Word 118,Word 119,Word 120,Word 121,Word 122,Word 123,Word 124,Word 125,Word 126,Word 127,Word 128,Word 129,Word 130,Word 131,Word 132
original,2110.10319_original.txt,1,2,Our,method,embeds,social,context,in,continuous,space,using,graph,representation,algorithms,and,proposes,a,simple,but,effective,socially,sensitive,pre-training,approach,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10319_original.txt,1,3,Our,approach,thus,enables,language,models,to,leverage,correlations,between,social,contexts,and,thus,generalize,better,to,social,contexts,not,observed,in,training,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10319_original.txt,1,4,More,broadly,",",our,method,sets,the,stage,for,future,research,on,incorporating,new,types,of,social,contexts,and,enabling,NLP,systems,like,personalized,predictive,typing,systems,and,entity-linking,systems,to,better,accommodate,language,variation,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10329_original.txt,1,1,Discussion,In,this,work,",",we,demonstrate,that,a,single,encoder,model,can,be,pre-trained,to,learn,strong,contextualized,representations,of,speech,and,text,simultaneously,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10329_original.txt,1,2,We,combine,self-supervised,learning,objectives,for,text,(,BERT,),and,self-supervised,approaches,for,speech,(,w2v-BERT,),to,learn,a,joint,Speech,and,LAnguage,Model,(,SLAM,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10329_original.txt,1,3,Downstream,evaluations,on,speech,and,language,understanding,tasks,",",including,LibriSpeech,and,SpeechStew,ASR,",",CoVoST,2,speech,translation,",",four,GLUE,tasks,",",and,text-normalization,uncover,significant,interference,challenges,when,pre-training,simultaneously,on,high-resource,modalities,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10329_original.txt,1,4,Using,alignment,losses,such,as,translation,language,modeling,and,speech-text,matching,which,leverage,speech-text,supervised,aligned,data,",",we,show,that,we,can,improve,the,cross-modal,representation,alignment,and,improve,over,mono-modal,models,on,the,speech,translation,tasks,",",while,maintaining,state-of-the-art,performance,on,speech,recognition,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10329_original.txt,1,5,We,hope,that,this,work,would,motivate,further,research,on,extending,the,universality,of,self-supervised,learning,of,language,representations,to,the,multimodal,speech-text,setting,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,1,Conclusion,This,paper,reported,our,work,to,develop,a,new,business,sentiment,index,",",called,S-APIR,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,2,The,main,contribution,of,this,work,is,threefold,:,Firstly,",",we,proposed,an,approach,to,capturing,business,sentiment,based,on,news,texts,and,empirically,validated,it,in,comparison,with,an,existing,survey-based,index,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,3,Secondly,",",we,thoroughly,studied,the,properties,of,the,proposed,index,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,4,Lastly,",",we,illustrated,how,the,predicted,business,sentiment,can,be,used,by,policymakers,and,economists,when,it,was,broken,down,into,individual,events,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,5,The,following,describes,",",more,specifically,",",the,contribution,from,methodological,",",theoretical,",",and,practical,viewpoints,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,6,The,methodological,contribution,is,that,we,devised,an,effective,framework,composed,of,outlier,detection,and,prediction,models,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,7,The,former,used,one-class,SVM,to,identify,news,texts,related,to,the,economy,and,the,latter,was,a,BERT,model,fine-tuned,on,Economy,Watchers,Survey,to,predict,the,sentiment,score,of,input,news,text,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,8,Another,contribution,is,that,we,proposed,an,approach,to,analyzing,the,effect,of,an,event,represented,by,an,individual/compound,word,on,business,sentiment,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,9,Next,",",the,theoretical,contribution,is,that,business,sentiment,was,shown,to,be,accurately,measured,by,news,articles,instead,of,a,traditional,",",large-scale,survey,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,10,Our,evaluation,using,the,Nikkei,Newspaper,demonstrated,that,S-APIR,had,a,strong,positive,correlation,with,an,existing,business,sentiment,index,",",EWDI,",",up,to,0.937,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,11,Also,",",the,result,suggested,that,the,S-APIR,index,more,accurately,reflects,business,sentiment,in,industries,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,12,Then,",",the,practical,contribution,is,that,S-APIR,does,not,require,a,costly,survey,and,can,be,computed,much,more,frequently,than,monthly,EWDI,with,almost,no,time,lag,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,13,From,the,comparison,with,other,business,conditions,indicators,",",it,was,revealed,that,S-APIR,is,useful,as,a,leading,index,of,actual,consumption,activity,especially,during,major,economic,events,such,as,the,global,financial,crisis,and,the,COVID-19,recession,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,14,Also,",",it,could,help,us,examine,what,factors,cause,economic,fluctuations,for,specific,periods,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,15,With,several,example,events,",",such,as,“,Tokyo,Olympics,”,",",it,was,demonstrated,that,S-APIR,can,be,useful,for,economists,or,policymakers,to,measure,the,impact,of,any,event,of,their,interest,on,business,sentiment,over,time,to,promptly,respond,to,",",if,any,",",their,negative,effects,when,necessary,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,16,The,findings,of,this,study,",",however,",",should,be,considered,in,the,light,of,the,following,limitations,:,•,Both,the,outlier,detection,and,sentiment,analysis,models,are,learned,from,the,past,Economy,Watchers,Survey,responses,and,thus,potentially,suffered,from,new,words,unknown,to,the,models,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,17,To,keep,up,with,the,latest,events,",",these,models,need,to,be,regularly,updated,every,time,new,survey,data,are,available,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,18,•,Similarly,",",while,the,usefulness,of,the,S-APIR,index,was,demonstrated,",",the,evaluation,was,done,retrospectively,on,the,historical,data,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,19,Ideally,",",it,should,be,evaluated,by,prospective,users,on,ongoing,events,with,a,real-time,system,where,the,S-APIR,index,is,dynamically,updated,as,breaking,news,comes,in,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,20,•,Predicted,values,of,the,S-APIR,index,depend,on,news,texts,we,feed,to,the,model,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,21,Currently,",",we,use,the,Nikkei,newspaper,",",which,resulted,in,a,strong,correlation,with,EWDI,",",but,feeding,a,different,newspaper,yields,a,different,result,as,witnessed,in,Section,5.5,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,22,The,difference,may,come,from,the,different,coverage,of,different,newspapers,but,we,do,not,know,exactly,if,that,is,the,case,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,23,For,example,",",it,might,be,caused,by,different,political,stances,or,tones,of,different,newspapers,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,24,We,plan,to,investigate,it,further,in,future,work,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10340_original.txt,1,25,We,are,currently,working,on,automatically,collecting,online,news,and,applying,our,models,to,nowcast,daily,business,sentiment,and,are,planning,to,provide,a,temporal,analysis,tool,to,be,used,by,economists,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,1,Introduction,Multilingual,Neural,Machine,Translation,models,are,trained,on,multilingual,data,to,translate,from,and/or,into,multiple,languages,(,Firat,et,al.,",",2016,;,Johnson,et,al.,",",2017,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,2,Multilingual,NMT,is,a,compelling,approach,in,production,",",as,one,only,needs,to,train,",",deploy,and,maintain,one,model,(,instead,of,2,×,N,ones,",",where,N,is,the,number,of,languages,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,3,It,has,also,been,shown,to,improve,MT,quality,for,low-resource,languages,(,at,the,cost,of,a,slight,degradation,for,high-resource,languages,),and,it,can,allow,translation,between,languages,that,have,no,aligned,data,(,“,zero-shot,translation,”,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,4,However,",",such,models,can,be,costly,to,train,",",as,they,usually,involve,larger,architectures,and,large,datasets,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,5,Moreover,",",because,they,are,trained,jointly,on,all,the,languages,",",they,require,to,know,in,advance,the,full,set,of,languages,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,6,Adding,a,new,language,to,an,existing,model,usually,means,retraining,the,model,on,the,full,multilingual,dataset,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,7,Naively,fine-tuning,the,original,model,on,the,new,language,’,s,data,is,not,an,option,because,of,vocabulary,mismatch,(,the,shared,vocabulary,needs,to,be,modified,to,include,the,new,language,’,s,tokens,),and,catastrophic,forgetting,(,the,model,will,quickly,forget,how,to,translate,in,the,other,languages,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,8,In,this,paper,",",we,study,the,problem,of,multilingual,NMT,incremental,training,or,continual,learning,and,propose,a,novel,way,to,efficiently,add,a,new,source,or,target,language,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,9,Some,desirable,properties,of,an,incremental,training,method,are,:,•,No,degradation,on,the,existing,language,pairs,;,•,Efficient,training,(,e.g.,",",no,re-training,on,the,existing,language,pairs,),;,•,Minimal,amount,of,added,parameters,:,the,approach,should,scale,to,many,languages,and,the,model,fit,on,a,single,GPU,;,•,Minimal,degradation,in,inference,speed,;,•,Good,zero-shot,performance,:,when,training,with,X-EN,(,or,EN-X,),data,",",where,X,is,a,new,language,",",we,would,like,the,model,to,be,able,to,translate,from,X,to,any,known,language,Y,(,resp,.,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,10,from,Y,to,X,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,11,We,propose,a,novel,technique,for,incrementally,adding,a,new,source,or,target,language,",",which,consists,in,substituting,the,shared,embedding,matrix,with,a,language-specific,embedding,matrix,",",which,is,fine-tuned,on,the,new,language,’,s,data,only,while,freezing,the,other,parameters,of,the,model,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,12,In,some,cases,(,e.g.,",",when,the,new,language,is,on,the,target,size,),",",a,small,number,of,additional,parameters,(,e.g.,",",adapter,modules,),have,to,be,trained,to,match,the,performance,of,the,re-training,baseline,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,13,We,perform,two,sets,of,experiments,",",with,a,20-language,Transformer,Base,trained,on,TED,Talks,",",and,a,20-,language,Transformer,Big,(,with,deep,encoder,and,shallow,decoder,),trained,on,ParaCrawl,;,and,show,that,this,approach,is,fast,and,parameter-efficient,and,that,it,performs,as,well,or,better,as,the,more,costly,alternatives,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,14,We,propose,a,new,technique,for,incrementally,training,multilingual,NMT,models,on,a,new,source,or,target,language,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,15,It,consists,in,creating,a,new,monolingual,BPE,vocabulary,for,that,language,",",substituting,the,shared,embedding,matrix,with,language-specific,embeddings,",",and,training,those,while,freezing,the,other,model,parameters,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,16,At,inference,",",translating,in,any,of,the,initial,languages,is,done,by,using,the,initial,shared,embeddings,",",and,translating,in,the,new,language,is,done,by,using,the,newly,trained,embeddings,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,17,This,approach,does,not,change,performance,on,the,initial,languages,as,the,initial,parameters,are,kept,aside,and,not,modified,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,18,For,new,source,languages,",",it,can,achieve,close,performance,to,the,more,costly,and,less,flexible,bilingual,and,re-training,baselines,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,19,For,new,target,languages,",",this,technique,can,be,combined,with,language-specific,parameters,(,finetuned,Transformer,layers,or,adapter,modules,),to,match,baseline,performance,at,a,small,parameter,cost,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
original,2110.10478_original.txt,1,20,We,validate,this,technique,on,two,sets,of,experiments,:,small-scale,on,TED,Talks,and,largescale,on,ParaCrawl,;,and,show,that,it,is,compatible,with,two,architectures,:,Transformer,Base,6-6,and,Big,12-2,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
