v1 sentences per paragraph,v2 words per paragraph,v3 close parenthesis present,v4 dash present,v5 semi-colon or colon present,v6 question mark present,v7 apostrophe present,v8 standard deviation of sentence length,v9 length difference for consecutive sentences,v10 sentence with < 11 words,v11 sentence with > 34 words,v12 contains 'although',v13 contains 'however',v14 contains 'but',v15 contains 'because',v16 contains 'this',v17 contains 'others' or 'researchers',v18 contains numbers,v19 contains 2 times more capitals than period,v20 contains 'et',word variation,average word length,non alphabetic characters frequency,uncommon word frequency,non-alphabetic characters frequency,numeric value frequency,#,$,'',(,),",",.,:,CC,CD,DT,EX,FW,IN,JJ,JJR,JJS,JJ_exp,JJ_lim,JJ_pp,JJ_presp,LS,MD,NN,NNP,NNPS,NNS,PDT,POS,PRP,PRP$,RB,RBR,RBS,RP,SYM,TO,UH,VB,VBD,VBG,VBN,VBP,VBZ,WDT,WP,WP$,WRB,``
493,493,True,True,False,False,False,8.16408866622601,8.8,False,True,True,False,False,False,True,False,True,True,False,0.48073022312373226,4.795131845841785,0.16024340770791076,0.6592292089249493,0.16024340770791076,0.0,0.0,0.002028397565922921,0.0,0.006085192697768763,0.006085192697768763,0.028397565922920892,0.032454361054766734,0.0,0.02636916835699797,0.02028397565922921,0.09330628803245436,0.0,0.0,0.13793103448275862,0.06896551724137931,0.010141987829614604,0.008113590263691683,0.002028397565922921,0.0,0.0,0.0,0.0,0.014198782961460446,0.18661257606490872,0.034482758620689655,0.0,0.07302231237322515,0.0,0.0,0.002028397565922921,0.0,0.04056795131845842,0.004056795131845842,0.0,0.0,0.0,0.04056795131845842,0.0,0.05070993914807302,0.02231237322515213,0.02636916835699797,0.04462474645030426,0.006085192697768763,0.006085192697768763,0.006085192697768763,0.0,0.0,0.0,0.0
191,191,True,True,True,False,False,19.651653874419832,27.0,False,True,True,False,False,False,False,False,True,True,True,0.5549738219895288,4.104712041884817,0.643979057591623,0.8481675392670157,0.643979057591623,0.0,0.0,0.0,0.0,0.041884816753926704,0.041884816753926704,0.10471204188481675,0.020942408376963352,0.02617801047120419,0.020942408376963352,0.06282722513089005,0.031413612565445025,0.0,0.031413612565445025,0.03664921465968586,0.11518324607329843,0.0,0.005235602094240838,0.0,0.0,0.0,0.005235602094240838,0.0,0.0,0.1099476439790576,0.1256544502617801,0.0,0.04712041884816754,0.0,0.0,0.005235602094240838,0.0,0.06806282722513089,0.0,0.0,0.0,0.0,0.015706806282722512,0.0,0.015706806282722512,0.0,0.005235602094240838,0.015706806282722512,0.020942408376963352,0.015706806282722512,0.010471204188481676,0.0,0.0,0.0,0.0
752,752,True,True,True,False,False,10.491525092446384,12.772727272727273,True,True,False,False,True,False,True,False,True,True,True,0.4175531914893617,4.493351063829787,0.3470744680851064,0.7340425531914894,0.3470744680851064,0.0,0.0,0.0,0.0,0.0026595744680851063,0.0026595744680851063,0.03590425531914894,0.0598404255319149,0.0013297872340425532,0.047872340425531915,0.03590425531914894,0.05053191489361702,0.005319148936170213,0.007978723404255319,0.10106382978723404,0.11037234042553191,0.0026595744680851063,0.0,0.0,0.0,0.0,0.0,0.0,0.0026595744680851063,0.14760638297872342,0.1196808510638298,0.0,0.07446808510638298,0.0,0.0,0.006648936170212766,0.0026595744680851063,0.03324468085106383,0.0013297872340425532,0.0,0.0,0.0,0.0199468085106383,0.0,0.0199468085106383,0.0013297872340425532,0.023936170212765957,0.018617021276595744,0.015957446808510637,0.030585106382978722,0.010638297872340425,0.0,0.0,0.006648936170212766,0.0
803,803,True,True,True,False,False,11.498668401167153,12.179487179487179,True,True,True,False,False,False,True,True,True,True,True,0.45454545454545453,4.722291407222914,0.29140722291407223,0.7397260273972602,0.29140722291407223,0.0,0.0,0.0,0.0,0.0186799501867995,0.0186799501867995,0.053549190535491904,0.049813200498132,0.008717310087173101,0.039850560398505604,0.026151930261519303,0.0759651307596513,0.0,0.0037359900373599006,0.08717310087173101,0.09464508094645081,0.0024906600249066002,0.0012453300124533001,0.0,0.0,0.0,0.0,0.0,0.008717310087173101,0.16811955168119552,0.09090909090909091,0.0,0.05603985056039851,0.0,0.0,0.0136986301369863,0.0049813200498132005,0.038605230386052306,0.0024906600249066002,0.0,0.0,0.0,0.0161892901618929,0.0,0.021170610211706103,0.0273972602739726,0.024906600249066,0.017434620174346202,0.012453300124533,0.009962640099626401,0.0062266500622665,0.0,0.0,0.0,0.0
1351,1351,True,True,True,True,False,23.49112384083732,25.148936170212767,True,True,False,True,False,True,True,False,True,True,True,0.2686898593634345,4.67579570688379,0.3005181347150259,0.692820133234641,0.3005181347150259,0.0,0.0,0.0,0.0,0.023686158401184307,0.0229459659511473,0.043671354552183565,0.03552923760177646,0.01628423390081421,0.04515173945225759,0.03626943005181347,0.05921539600296077,0.0,0.0044411547002220575,0.0999259807549963,0.07772020725388601,0.0014803849000740192,0.0007401924500370096,0.0014803849000740192,0.0,0.0,0.0,0.0,0.012583271650629163,0.14803849000740193,0.07623982235381199,0.0,0.06809770540340489,0.0,0.0,0.01924500370096225,0.008882309400444115,0.0384900074019245,0.0,0.0014803849000740192,0.0,0.0,0.02442635085122132,0.0,0.028127313101406367,0.0029607698001480384,0.011843079200592153,0.009622501850481125,0.02442635085122132,0.031088082901554404,0.014063656550703183,0.0029607698001480384,0.0007401924500370096,0.008142116950407105,0.0
973,973,True,True,True,True,True,19.753070987648293,21.576923076923077,True,True,True,False,True,False,True,False,True,True,True,0.4028776978417266,4.715313463514902,0.3340184994861254,0.7163412127440905,0.3340184994861254,0.0,0.0,0.0,0.007194244604316547,0.018499486125385406,0.018499486125385406,0.065775950668037,0.02774922918807811,0.007194244604316547,0.02774922918807811,0.022610483042137718,0.08119218910585817,0.0010277492291880781,0.007194244604316547,0.07605344295991778,0.11613566289825282,0.0020554984583761563,0.0010277492291880781,0.0,0.0010277492291880781,0.0,0.0010277492291880781,0.0,0.009249743062692703,0.1593011305241521,0.07708119218910586,0.0041109969167523125,0.044193216855087356,0.0,0.0,0.013360739979445015,0.0051387461459403904,0.046248715313463515,0.0020554984583761563,0.0,0.0,0.0,0.017471736896197326,0.0,0.025693730729701953,0.007194244604316547,0.014388489208633094,0.019527235354573486,0.01644398766700925,0.03391572456320658,0.010277492291880781,0.0010277492291880781,0.0010277492291880781,0.003083247687564234,0.007194244604316547
1030,1030,True,True,True,True,False,13.528168311655527,14.292682926829269,True,True,True,True,False,False,True,False,True,True,True,0.3737864077669903,4.887378640776699,0.28252427184466017,0.7388349514563107,0.28252427184466017,0.0,0.0,0.0,0.0,0.01650485436893204,0.01650485436893204,0.05145631067961165,0.040776699029126215,0.010679611650485437,0.021359223300970873,0.02233009708737864,0.06990291262135923,0.000970873786407767,0.008737864077669903,0.08155339805825243,0.1407766990291262,0.000970873786407767,0.0,0.0,0.0,0.000970873786407767,0.0,0.0,0.010679611650485437,0.141747572815534,0.05339805825242718,0.0,0.070873786407767,0.0,0.0,0.019417475728155338,0.01262135922330097,0.04757281553398058,0.001941747572815534,0.0,0.0,0.0,0.03300970873786408,0.0,0.03495145631067961,0.000970873786407767,0.020388349514563107,0.02233009708737864,0.02621359223300971,0.01262135922330097,0.003883495145631068,0.0,0.0,0.003883495145631068,0.0
1371,1371,True,True,False,False,False,9.555083806230927,9.068965517241379,True,True,False,True,True,False,True,False,True,True,True,0.3289569657184537,4.4150255288110865,0.3056163384390955,0.7330415754923414,0.3056163384390955,0.0,0.0,0.0,0.0,0.02261123267687819,0.02261123267687819,0.06929248723559446,0.043034281546316555,0.0,0.025528811086797956,0.027716994894237783,0.08096280087527352,0.0014587892049598833,0.0,0.09555069292487235,0.09846827133479212,0.0014587892049598833,0.0007293946024799417,0.0,0.0,0.0,0.0,0.0,0.005105762217359592,0.1539022611232677,0.04157549234135667,0.0,0.06564551422319474,0.0,0.0,0.00437636761487965,0.0007293946024799417,0.060539752005835154,0.005835156819839533,0.0,0.0,0.0,0.016776075857038657,0.0,0.01823486506199854,0.005835156819839533,0.01823486506199854,0.04886943836615609,0.01312910284463895,0.040846097738876735,0.010940919037199124,0.0,0.0,0.0,0.0
142,142,True,True,True,False,False,14.813507349712964,25.5,True,True,False,False,False,False,True,True,True,True,True,0.6619718309859155,5.359154929577465,0.19718309859154928,0.7676056338028169,0.19718309859154928,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.04929577464788732,0.035211267605633804,0.007042253521126761,0.035211267605633804,0.014084507042253521,0.07042253521126761,0.0,0.0,0.08450704225352113,0.15492957746478872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007042253521126761,0.18309859154929578,0.035211267605633804,0.0,0.04225352112676056,0.0,0.0,0.02112676056338028,0.0,0.07042253521126761,0.0,0.0,0.0,0.0,0.028169014084507043,0.0,0.04225352112676056,0.0,0.02112676056338028,0.014084507042253521,0.028169014084507043,0.028169014084507043,0.0,0.0,0.0,0.0,0.0
88,88,False,True,False,False,False,6.708203932499369,8.0,False,False,False,False,False,False,False,False,False,True,False,0.7045454545454546,5.045454545454546,0.07954545454545454,0.6590909090909091,0.07954545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.045454545454545456,0.0,0.0,0.0,0.11363636363636363,0.0,0.0,0.1590909090909091,0.11363636363636363,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.19318181818181818,0.022727272727272728,0.0,0.03409090909090909,0.0,0.0,0.022727272727272728,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.022727272727272728,0.0,0.06818181818181818,0.045454545454545456,0.0,0.056818181818181816,0.0,0.0,0.0,0.011363636363636364,0.0
102,102,True,True,True,False,False,14.044571905188139,12.333333333333334,False,True,False,False,False,False,False,False,True,True,True,0.7254901960784313,4.911764705882353,0.3627450980392157,0.8431372549019608,0.3627450980392157,0.0,0.0,0.0,0.0,0.029411764705882353,0.029411764705882353,0.049019607843137254,0.0392156862745098,0.00980392156862745,0.00980392156862745,0.029411764705882353,0.0784313725490196,0.0,0.00980392156862745,0.06862745098039216,0.14705882352941177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10784313725490197,0.09803921568627451,0.0,0.08823529411764706,0.0,0.0,0.00980392156862745,0.00980392156862745,0.049019607843137254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00980392156862745,0.049019607843137254,0.0196078431372549,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0,0.0,0.0
151,151,False,True,False,False,False,5.0682837331783235,4.666666666666667,False,True,False,False,False,False,True,False,False,False,False,0.6821192052980133,5.582781456953643,0.11920529801324503,0.6821192052980133,0.11920529801324503,0.0,0.0,0.0,0.0,0.0,0.0,0.013245033112582781,0.026490066225165563,0.0,0.026490066225165563,0.0,0.09271523178807947,0.0,0.0,0.07947019867549669,0.17218543046357615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013245033112582781,0.23178807947019867,0.013245033112582781,0.0,0.07947019867549669,0.0,0.0,0.019867549668874173,0.013245033112582781,0.033112582781456956,0.0,0.0,0.0,0.0,0.026490066225165563,0.0,0.039735099337748346,0.006622516556291391,0.006622516556291391,0.019867549668874173,0.026490066225165563,0.026490066225165563,0.013245033112582781,0.0,0.0,0.019867549668874173,0.0
714,714,True,True,True,False,False,15.181209958447619,12.846153846153847,True,True,False,False,False,False,True,False,True,False,True,0.29831932773109243,4.906162464985995,0.3473389355742297,0.7478991596638656,0.3473389355742297,0.0,0.0,0.0,0.0,0.018207282913165267,0.018207282913165267,0.056022408963585436,0.037815126050420166,0.012605042016806723,0.03221288515406162,0.028011204481792718,0.07563025210084033,0.0014005602240896359,0.011204481792717087,0.09103641456582633,0.12324929971988796,0.0028011204481792717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.04341736694677871,0.0,0.06722689075630252,0.0028011204481792717,0.0,0.015406162464985995,0.014005602240896359,0.05322128851540616,0.004201680672268907,0.0,0.0014005602240896359,0.0,0.023809523809523808,0.0,0.0056022408963585435,0.0028011204481792717,0.004201680672268907,0.025210084033613446,0.023809523809523808,0.02661064425770308,0.0014005602240896359,0.0,0.0,0.0,0.0
132,132,False,True,False,False,False,9.393614852653903,13.0,False,True,False,True,False,False,True,False,False,True,False,0.7121212121212122,5.734848484848484,0.15151515151515152,0.6515151515151515,0.15151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.03787878787878788,0.0,0.022727272727272728,0.0,0.09090909090909091,0.0,0.0,0.12121212121212122,0.12878787878787878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007575757575757576,0.14393939393939395,0.022727272727272728,0.0,0.09848484848484848,0.0,0.0,0.03787878787878788,0.015151515151515152,0.045454545454545456,0.007575757575757576,0.0,0.0,0.0,0.030303030303030304,0.0,0.015151515151515152,0.045454545454545456,0.06060606060606061,0.0,0.015151515151515152,0.0,0.007575757575757576,0.0,0.0,0.015151515151515152,0.0
458,458,True,True,True,True,False,20.193068117549647,24.333333333333332,False,True,False,True,True,False,True,False,True,False,True,0.3471615720524017,4.323144104803493,0.5698689956331878,0.8253275109170306,0.5698689956331878,0.0,0.0,0.0,0.0,0.039301310043668124,0.039301310043668124,0.11353711790393013,0.021834061135371178,0.017467248908296942,0.010917030567685589,0.056768558951965066,0.028384279475982533,0.0,0.017467248908296942,0.07205240174672489,0.10698689956331878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002183406113537118,0.12008733624454149,0.07423580786026202,0.0,0.05458515283842795,0.0,0.0,0.002183406113537118,0.0,0.10262008733624454,0.0,0.0,0.0,0.0,0.019650655021834062,0.0,0.017467248908296942,0.004366812227074236,0.019650655021834062,0.028384279475982533,0.008733624454148471,0.017467248908296942,0.004366812227074236,0.0,0.0,0.0,0.0
189,189,False,True,False,False,False,38.931831449342326,61.0,False,True,False,False,False,False,False,False,True,False,False,0.5343915343915344,5.227513227513228,0.19047619047619047,0.783068783068783,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.12698412698412698,0.021164021164021163,0.0,0.021164021164021163,0.015873015873015872,0.07936507936507936,0.0,0.0,0.07936507936507936,0.14814814814814814,0.005291005291005291,0.005291005291005291,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.2751322751322751,0.005291005291005291,0.0,0.09523809523809523,0.0,0.0,0.015873015873015872,0.0,0.0,0.005291005291005291,0.0,0.0,0.0,0.015873015873015872,0.0,0.026455026455026454,0.015873015873015872,0.010582010582010581,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,252,True,True,True,False,False,4.242640687119285,5.0,False,True,False,False,False,False,True,False,True,False,False,0.5555555555555556,5.261904761904762,0.1865079365079365,0.7222222222222222,0.1865079365079365,0.0,0.0,0.0,0.0,0.01984126984126984,0.01984126984126984,0.03968253968253968,0.027777777777777776,0.007936507936507936,0.027777777777777776,0.011904761904761904,0.06746031746031746,0.0,0.0,0.11507936507936507,0.14285714285714285,0.003968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.007936507936507936,0.2222222222222222,0.003968253968253968,0.0,0.09126984126984126,0.0,0.0,0.023809523809523808,0.003968253968253968,0.01984126984126984,0.0,0.0,0.0,0.0,0.01984126984126984,0.0,0.01984126984126984,0.0,0.04365079365079365,0.011904761904761904,0.023809523809523808,0.015873015873015872,0.007936507936507936,0.0,0.0,0.0,0.0
71,71,True,False,False,False,False,0.5,1.0,False,True,False,False,False,False,False,True,False,True,False,0.7183098591549296,4.985915492957746,0.08450704225352113,0.5774647887323944,0.08450704225352113,0.0,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.028169014084507043,0.028169014084507043,0.0,0.07042253521126761,0.0,0.11267605633802817,0.0,0.0,0.1267605633802817,0.19718309859154928,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.08450704225352113,0.014084507042253521,0.0,0.09859154929577464,0.0,0.0,0.014084507042253521,0.0,0.04225352112676056,0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.014084507042253521,0.014084507042253521,0.0,0.014084507042253521,0.028169014084507043,0.028169014084507043,0.014084507042253521,0.0,0.0,0.0,0.0
375,375,True,True,False,False,False,11.051252305272596,8.166666666666666,False,True,True,True,False,False,True,False,True,False,False,0.5573333333333333,4.994666666666666,0.12266666666666666,0.6693333333333333,0.12266666666666666,0.0,0.0,0.0,0.0,0.005333333333333333,0.005333333333333333,0.024,0.034666666666666665,0.0,0.037333333333333336,0.008,0.07466666666666667,0.0026666666666666666,0.0,0.10933333333333334,0.10133333333333333,0.0026666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16266666666666665,0.018666666666666668,0.0,0.08533333333333333,0.0,0.0,0.032,0.018666666666666668,0.056,0.0,0.0,0.0026666666666666666,0.0,0.034666666666666665,0.0,0.029333333333333333,0.005333333333333333,0.04533333333333334,0.034666666666666665,0.04,0.021333333333333333,0.0,0.0,0.0,0.008,0.0
125,125,True,True,False,False,False,4.810289896553937,6.6,False,False,False,False,False,False,True,False,True,True,False,0.664,5.04,0.168,0.696,0.168,0.0,0.0,0.0,0.0,0.008,0.008,0.024,0.048,0.0,0.032,0.008,0.064,0.0,0.0,0.088,0.12,0.0,0.0,0.008,0.0,0.0,0.0,0.0,0.008,0.144,0.072,0.0,0.08,0.0,0.0,0.048,0.0,0.008,0.0,0.0,0.0,0.0,0.08,0.0,0.072,0.032,0.008,0.016,0.016,0.008,0.0,0.0,0.0,0.0,0.0
