Author name,Document index,Paragraph index,Sentence index,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,Word 10,Word 11,Word 12,Word 13,Word 14,Word 15,Word 16,Word 17,Word 18,Word 19,Word 20,Word 21,Word 22,Word 23,Word 24,Word 25,Word 26,Word 27,Word 28,Word 29,Word 30,Word 31,Word 32,Word 33,Word 34,Word 35,Word 36,Word 37,Word 38,Word 39,Word 40,Word 41,Word 42,Word 43,Word 44,Word 45,Word 46,Word 47,Word 48,Word 49,Word 50,Word 51,Word 52,Word 53,Word 54,Word 55,Word 56,Word 57,Word 58,Word 59,Word 60,Word 61,Word 62,Word 63,Word 64,Word 65,Word 66,Word 67,Word 68
Bush,0,5,3,For,we,are,given,power,not,to,advance,our,own,purposes,",",nor,to,make,a,great,show,in,the,world,",",nor,a,name,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,5,4,There,is,but,one,just,use,of,power,",",and,it,is,to,serve,people,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,5,5,Help,us,to,remember,it,",",Lord,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,5,6,Amen,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,6,0,I,come,before,you,and,assume,the,Presidency,at,a,moment,rich,with,promise,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,6,1,We,live,in,a,peaceful,",",prosperous,time,",",but,we,can,make,it,better,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,6,2,For,a,new,breeze,is,blowing,",",and,a,world,refreshed,by,freedom,seems,reborn,;,for,in,man,',s,heart,",",if,not,in,fact,",",the,day,of,the,dictator,is,over,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,6,3,The,totalitarian,era,is,passing,",",its,old,ideas,blown,away,like,leaves,from,an,ancient,",",lifeless,tree,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,6,4,A,new,breeze,is,blowing,",",and,a,nation,refreshed,by,freedom,stands,ready,to,push,on,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,6,5,There,is,new,ground,to,be,broken,",",and,new,action,to,be,taken,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,6,6,There,are,times,when,the,future,seems,thick,as,a,fog,;,you,sit,and,wait,",",hoping,the,mists,will,lift,and,reveal,the,right,path,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,6,7,But,this,is,a,time,when,the,future,seems,a,door,you,can,walk,right,through,into,a,room,called,tomorrow,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,7,0,Great,nations,of,the,world,are,moving,toward,democracy,through,the,door,to,freedom,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,7,1,Men,and,women,of,the,world,move,toward,free,markets,through,the,door,to,prosperity,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,7,2,The,people,of,the,world,agitate,for,free,expression,and,free,thought,through,the,door,to,the,moral,and,intellectual,satisfactions,that,only,liberty,allows,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,8,0,We,know,what,works,:,Freedom,works,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,8,1,We,know,what,',s,right,:,Freedom,is,right,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,8,2,We,know,how,to,secure,a,more,just,and,prosperous,life,for,man,on,Earth,:,through,free,markets,",",free,speech,",",free,elections,",",and,the,exercise,of,free,will,unhampered,by,the,state,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,9,0,For,the,first,time,in,this,century,",",for,the,first,time,in,perhaps,all,history,",",man,does,not,have,to,invent,a,system,by,which,to,live,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,9,1,We,don,',t,have,to,talk,late,into,the,night,about,which,form,of,government,is,better,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,9,2,We,don,',t,have,to,wrest,justice,from,the,kings,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,9,3,We,only,have,to,summon,it,from,within,ourselves,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,9,4,We,must,act,on,what,we,know,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,9,5,I,take,as,my,guide,the,hope,of,a,saint,:,In,crucial,things,",",unity,;,in,important,things,",",diversity,;,in,all,things,",",generosity,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,10,0,America,today,is,a,proud,",",free,nation,",",decent,and,civil,",",a,place,we,cannot,help,but,love,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,10,1,We,know,in,our,hearts,",",not,loudly,and,proudly,",",but,as,a,simple,fact,",",that,this,country,has,meaning,beyond,what,we,see,",",and,that,our,strength,is,a,force,for,good,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,10,2,But,have,we,changed,as,a,nation,even,in,our,time,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,10,3,Are,we,enthralled,with,material,things,",",less,appreciative,of,the,nobility,of,work,and,sacrifice,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,11,0,My,friends,",",we,are,not,the,sum,of,our,possessions,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,11,1,They,are,not,the,measure,of,our,lives,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,11,2,In,our,hearts,we,know,what,matters,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,11,3,We,cannot,hope,only,to,leave,our,children,a,bigger,car,",",a,bigger,bank,account,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,11,4,We,must,hope,to,give,them,a,sense,of,what,it,means,to,be,a,loyal,friend,",",a,loving,parent,",",a,citizen,who,leaves,his,home,",",his,neighborhood,and,town,better,than,he,found,it,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,11,5,What,do,we,want,the,men,and,women,who,work,with,us,to,say,when,we,are,no,longer,there,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,11,6,That,we,were,more,driven,to,succeed,than,anyone,around,us,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,11,7,Or,that,we,stopped,to,ask,if,a,sick,child,had,gotten,better,",",and,stayed,a,moment,there,to,trade,a,word,of,friendship,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,12,0,No,President,",",no,government,",",can,teach,us,to,remember,what,is,best,in,what,we,are,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,12,1,But,if,the,man,you,have,chosen,to,lead,this,government,can,help,make,a,difference,;,if,he,can,celebrate,the,quieter,",",deeper,successes,that,are,made,not,of,gold,and,silk,",",but,of,better,hearts,and,finer,souls,;,if,he,can,do,these,things,",",then,he,must,.,,,,,,,,,,,,,,
Bush,0,13,0,America,is,never,wholly,herself,unless,she,is,engaged,in,high,moral,principle,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,13,1,We,as,a,people,have,such,a,purpose,today,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,13,2,It,is,to,make,kinder,the,face,of,the,Nation,and,gentler,the,face,of,the,world,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,13,3,My,friends,",",we,have,work,to,do,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,13,4,There,are,the,homeless,",",lost,and,roaming,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,13,5,There,are,the,children,who,have,nothing,",",no,love,",",no,normalcy,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,13,6,There,are,those,who,cannot,free,themselves,of,enslavement,to,whatever,addiction,--,drugs,",",welfare,",",the,demoralization,that,rules,the,slums,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,13,7,There,is,crime,to,be,conquered,",",the,rough,crime,of,the,streets,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,13,8,There,are,young,women,to,be,helped,who,are,about,to,become,mothers,of,children,they,can,',t,care,for,and,might,not,love,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,13,9,They,need,our,care,",",our,guidance,",",and,our,education,",",though,we,bless,them,for,choosing,life,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,14,0,The,old,solution,",",the,old,way,",",was,to,think,that,public,money,alone,could,end,these,problems,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,14,1,But,we,have,learned,that,is,not,so,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,14,2,And,in,any,case,",",our,funds,are,low,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,14,3,We,have,a,deficit,to,bring,down,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,14,4,We,have,more,will,than,wallet,;,but,will,is,what,we,need,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,14,5,We,will,make,the,hard,choices,",",looking,at,what,we,have,and,perhaps,allocating,it,differently,",",making,our,decisions,based,on,honest,need,and,prudent,safety,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,14,6,And,then,we,will,do,the,wisest,thing,of,all,:,We,will,turn,to,the,only,resource,we,have,that,in,times,of,need,always,grows,--,the,goodness,and,the,courage,of,the,American,people,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,15,0,I,am,speaking,of,a,new,engagement,in,the,lives,of,others,",",a,new,activism,",",hands,-,on,and,involved,",",that,gets,the,job,done,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,15,1,We,must,bring,in,the,generations,",",harnessing,the,unused,talent,of,the,elderly,and,the,unfocused,energy,of,the,young,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,15,2,For,not,only,leadership,is,passed,from,generation,to,generation,",",but,so,is,stewardship,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,15,3,And,the,generation,born,after,the,Second,World,War,has,come,of,age,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,16,0,I,have,spoken,of,a,thousand,points,of,light,",",of,all,the,community,organizations,that,are,spread,like,stars,throughout,the,Nation,",",doing,good,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,16,1,We,will,work,hand,in,hand,",",encouraging,",",sometimes,leading,",",sometimes,being,led,",",rewarding,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,16,2,We,will,work,on,this,in,the,White,House,",",in,the,Cabinet,agencies,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,16,3,I,will,go,to,the,people,and,the,programs,that,are,the,brighter,points,of,light,",",and,I,will,ask,every,member,of,my,government,to,become,involved,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,16,4,The,old,ideas,are,new,again,because,they,are,not,old,",",they,are,timeless,:,duty,",",sacrifice,",",commitment,",",and,a,patriotism,that,finds,its,expression,in,taking,part,and,pitching,in,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,17,0,We,need,a,new,engagement,",",too,",",between,the,Executive,and,the,Congress,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,17,1,The,challenges,before,us,will,be,thrashed,out,with,the,House,and,the,Senate,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,17,2,We,must,bring,the,Federal,budget,into,balance,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,17,3,And,we,must,ensure,that,America,stands,before,the,world,united,",",strong,",",at,peace,",",and,fiscally,sound,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,17,4,But,",",of,course,",",things,may,be,difficult,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,17,5,We,need,compromise,;,we,have,had,dissension,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,17,6,We,need,harmony,;,we,have,had,a,chorus,of,discordant,voices,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,18,0,For,Congress,",",too,",",has,changed,in,our,time,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,18,1,There,has,grown,a,certain,divisiveness,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,18,2,We,have,seen,the,hard,looks,and,heard,the,statements,in,which,not,each,other,',s,ideas,are,challenged,",",but,each,other,',s,motives,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,18,3,And,our,great,parties,have,too,often,been,far,apart,and,untrusting,of,each,other,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,18,4,It,has,been,this,way,since,Vietnam,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,18,5,That,war,cleaves,us,still,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,18,6,But,",",friends,",",that,war,began,in,earnest,a,quarter,of,a,century,ago,;,and,surely,the,statute,of,limitations,has,been,reached,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,18,7,This,is,a,fact,:,The,final,lesson,of,Vietnam,is,that,no,great,nation,can,long,afford,to,be,sundered,by,a,memory,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,18,8,A,new,breeze,is,blowing,",",and,the,old,bipartisanship,must,be,made,new,again,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,19,0,To,my,friends,--,and,yes,",",I,do,mean,friends,--,in,the,loyal,opposition,--,and,yes,",",I,mean,loyal,:,I,put,out,my,hand,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,19,1,I,am,putting,out,my,hand,to,you,",",Mr,.,Speaker,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,19,2,I,am,putting,out,my,hand,to,you,Mr,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,19,3,Majority,Leader,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,19,4,For,this,is,the,thing,:,This,is,the,age,of,the,offered,hand,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,19,5,We,can,',t,turn,back,clocks,",",and,I,don,',t,want,to,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,19,6,But,when,our,fathers,were,young,",",Mr,.,Speaker,",",our,differences,ended,at,the,water,',s,edge,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,19,7,And,we,don,',t,wish,to,turn,back,time,",",but,when,our,mothers,were,young,",",Mr,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,19,8,Majority,Leader,",",the,Congress,and,the,Executive,were,capable,of,working,together,to,produce,a,budget,on,which,this,nation,could,live,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,19,9,Let,us,negotiate,soon,and,hard,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,19,10,But,in,the,end,",",let,us,produce,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,19,11,The,American,people,await,action,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,19,12,They,didn,',t,send,us,here,to,bicker,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,19,13,They,ask,us,to,rise,above,the,merely,partisan,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,19,14,"""",In,crucial,things,",",unity,"""",--,and,this,",",my,friends,",",is,crucial,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,20,0,To,the,world,",",too,",",we,offer,new,engagement,and,a,renewed,vow,:,We,will,stay,strong,to,protect,the,peace,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,20,1,The,"""",offered,hand,"""",is,a,reluctant,fist,;,but,once,made,",",strong,",",and,can,be,used,with,great,effect,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,20,2,There,are,today,Americans,who,are,held,against,their,will,in,foreign,lands,",",and,Americans,who,are,unaccounted,for,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,20,3,Assistance,can,be,shown,here,",",and,will,be,long,remembered,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,20,4,Good,will,begets,good,will,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,20,5,Good,faith,can,be,a,spiral,that,endlessly,moves,on,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,21,0,Great,nations,like,great,men,must,keep,their,word,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,21,1,When,America,says,something,",",America,means,it,",",whether,a,treaty,or,an,agreement,or,a,vow,made,on,marble,steps,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,21,2,We,will,always,try,to,speak,clearly,",",for,candor,is,a,compliment,",",but,subtlety,",",too,",",is,good,and,has,its,place,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,21,3,While,keeping,our,alliances,and,friendships,around,the,world,strong,",",ever,strong,",",we,will,continue,the,new,closeness,with,the,Soviet,Union,",",consistent,both,with,our,security,and,with,progress,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,21,4,One,might,say,that,our,new,relationship,in,part,reflects,the,triumph,of,hope,and,strength,over,experience,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,21,5,But,hope,is,good,",",and,so,are,strength,and,vigilance,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,22,0,Here,today,are,tens,of,thousands,of,our,citizens,who,feel,the,understandable,satisfaction,of,those,who,have,taken,part,in,democracy,and,seen,their,hopes,fulfilled,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,22,1,But,my,thoughts,have,been,turning,the,past,few,days,to,those,who,would,be,watching,at,home,to,an,older,fellow,who,will,throw,a,salute,by,himself,when,the,flag,goes,by,",",and,the,women,who,will,tell,her,sons,the,words,of,the,battle,hymns,.,,,,,,,,,,,,,,,,,,
Bush,0,22,2,I,don,',t,mean,this,to,be,sentimental,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,22,3,I,mean,that,on,days,like,this,",",we,remember,that,we,are,all,part,of,a,continuum,",",inescapably,connected,by,the,ties,that,bind,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,23,0,Our,children,are,watching,in,schools,throughout,our,great,land,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,23,1,And,to,them,I,say,",",thank,you,for,watching,democracy,',s,big,day,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bush,0,23,2,For,democracy,belongs,to,us,all,",",and,freedom,is,like,a,beautiful,kite,that,can,go,higher,and,higher,with,the,breeze,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
