Author name,Document name,Paragraph number,Sentence number,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,Word 10,Word 11,Word 12,Word 13,Word 14,Word 15,Word 16,Word 17,Word 18,Word 19,Word 20,Word 21,Word 22,Word 23,Word 24,Word 25,Word 26,Word 27,Word 28,Word 29,Word 30,Word 31,Word 32,Word 33,Word 34,Word 35,Word 36,Word 37,Word 38,Word 39,Word 40,Word 41,Word 42,Word 43,Word 44,Word 45,Word 46,Word 47,Word 48,Word 49,Word 50,Word 51,Word 52,Word 53,Word 54,Word 55,Word 56,Word 57,Word 58,Word 59,Word 60,Word 61,Word 62,Word 63,Word 64,Word 65,Word 66,Word 67,Word 68,Word 69,Word 70,Word 71,Word 72,Word 73,Word 74,Word 75,Word 76,Word 77,Word 78,Word 79,Word 80,Word 81,Word 82,Word 83,Word 84,Word 85,Word 86,Word 87,Word 88,Word 89,Word 90,Word 91,Word 92,Word 93,Word 94,Word 95,Word 96,Word 97,Word 98,Word 99,Word 100,Word 101,Word 102,Word 103,Word 104,Word 105,Word 106,Word 107,Word 108,Word 109,Word 110,Word 111,Word 112,Word 113,Word 114,Word 115,Word 116,Word 117,Word 118,Word 119,Word 120,Word 121,Word 122,Word 123,Word 124,Word 125,Word 126,Word 127,Word 128,Word 129,Word 130,Word 131,Word 132,Word 133,Word 134,Word 135,Word 136,Word 137,Word 138,Word 139,Word 140,Word 141,Word 142,Word 143,Word 144,Word 145,Word 146,Word 147,Word 148,Word 149,Word 150,Word 151,Word 152,Word 153,Word 154,Word 155,Word 156,Word 157,Word 158,Word 159,Word 160,Word 161,Word 162,Word 163,Word 164,Word 165,Word 166,Word 167,Word 168,Word 169,Word 170,Word 171,Word 172,Word 173,Word 174,Word 175,Word 176,Word 177,Word 178,Word 179,Word 180,Word 181,Word 182,Word 183,Word 184,Word 185,Word 186,Word 187,Word 188,Word 189,Word 190,Word 191,Word 192,Word 193,Word 194,Word 195,Word 196,Word 197,Word 198,Word 199,Word 200,Word 201,Word 202,Word 203,Word 204,Word 205,Word 206,Word 207,Word 208,Word 209
generated,2110.10319_generated.txt,1,3,Our,approach,thus,enables,language,models,to,leverage,correlations,between,social,contexts,and,thus,generalize,better,to,social,contexts,not,observed,in,training,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10319_generated.txt,1,4,More,broadly,",",our,method,sets,the,stage,for,future,research,on,incorporating,new,types,of,representations,and,enabling,artists,to,better,leverage,the,social,context,surrounding,a,specific,work,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10329_generated.txt,1,1,Introduction,Self-supervised,learning,of,text,and,speech,representations,has,been,particularly,impactful,in,natural,language,processing,and,speech,processing,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10329_generated.txt,1,2,Since,GPT,(,Radford,et,al.,",",2018,),",",BERT,(,Devlin,et,al.,",",2019,),and,their,variations,(,Yang,et,al.,",",2019,;,Conneau,&,Lample,",",2019,;,Lewis,et,al.,",",2020,;,Raffel,et,al.,",",2020,;,Joshi,et,al.,",",2020,),",",performance,on,natural,language,understanding,downstream,tasks,(,Socher,et,al.,",",2013,;,Rajpurkar,et,al.,",",2016,;,Agirre,et,al.,",",2007,;,Williams,et,al.,",",2018,),and,monolingual,(,e.g.,",",GLUE,(,Wang,et,al.,",",2020,),",",SuperGLUE,(,Wang,et,al.,",",2021b,),),and,multilingual,(,e.g.,",",XTREME,(,Hu,et,al.,",",2021,),",",XTREME-R,(,Ruder,et,al.,",",2021,),),benchmarks,has,largely,improved,thanks,to,evolving,pre-trained,models,",",which,leverage,increasing,amounts,of,unannotated,data,(,Radford,et,al.,",",2019,;,Liu,et,al.,",",2019,;,Conneau,et,al.,",",2019,;,Wenzek,et,al.,",",2020,;,Xue,et,al.,",",2021b,),and,increased,model,capacity,(,Brown,et,al.,",",2020,;,Xue,et,al.,",",2021b,;,Lepikhin,et,al.,",",2020,;,Fedus,et,al.,",",2021,),.
generated,2110.10329_generated.txt,1,3,Similarly,for,speech,",",unsupervised,pre-training,has,emerged,as,a,predominant,approach,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10329_generated.txt,1,4,Wav2vec,2.0,(,Baevski,et,al.,",",2020b,),and,newer,variants,(,Zhang,et,al.,",",2020,),initially,showed,the,strength,of,pre-training,on,speech,recognition,(,Panayotov,et,al.,",",2015,;,Kahn,et,al.,",",2020,;,Zhang,et,al.,",",2021,),on,multiple,domains,(,Hsu,et,al.,",",2021,),and,languages,(,Conneau,et,al.,",",2020,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10340_generated.txt,1,1,Conclusion,This,paper,reported,our,work,to,develop,a,new,approach,to,capturing,the,sentiment,of,online,news,articles,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10340_generated.txt,1,2,The,main,contribution,of,this,work,is,threefold,:,Firstly,",",we,proposed,an,approach,to,capturing,the,sentiment,of,news,articles,and,empirically,validated,it,in,comparison,with,an,existing,survey-based,model,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10340_generated.txt,1,3,Secondly,",",we,thoroughly,studied,the,properties,of,the,proposed,approach,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10340_generated.txt,1,4,Lastly,",",we,illustrated,how,the,predicted,business,sentiment,can,be,used,by,policymakers,and,economists,when,it,was,broken,down,into,individual,events,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10340_generated.txt,1,5,The,following,describes,",",more,specifically,",",the,contribution,from,methodological,",",theoretical,",",and,practical,viewpoints,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10340_generated.txt,1,6,The,former,was,a,little,more,work,than,the,latter,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10340_generated.txt,1,7,The,difference,is,that,the,outlier,detection,is,much,more,effective,than,the,traditional,one-class,one-issue-at-res,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10340_generated.txt,1,8,Also,",",the,difference,is,that,the,outlier,detection,is,much,more,effective,than,the,traditional,one-class,one-issue-at,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10340_generated.txt,1,9,Also,",",the,difference,is,that,the,outlier,detection,is,much,more,effective,than,the,traditional,one-class,one-issue,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10340_generated.txt,1,10,Finally,",",the,difference,is,that,the,outlier,detection,is,much,more,effective,than,the,traditional,one-class,one-issue,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10340_generated.txt,1,11,The,computed,business,sentiment,has,been,measured,by,traditional,surveys,and,its,accuracy,has,been,measured,by,traditional,surveys,only,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10340_generated.txt,1,12,Our,approach,is,in,addition,to,looking,at,the,properties,of,the,proposed,approach,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10340_generated.txt,1,13,In,econometrics,",",there,is,a,growing,interest,in,future/current,forecasts,of,economic,and,financial,indices,by,using,such,alternative,",",large-scale,data,instead,of,traditional,surveys,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10478_generated.txt,1,1,Introduction,Multilingual,Neural,Machine,Translation,models,are,trained,on,multilingual,data,to,translate,from,and/or,into,multiple,languages,(,Firat,et,al.,",",2016,;,Johnson,et,al.,",",2017,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10478_generated.txt,1,2,Multilingual,NMT,is,a,compelling,approach,in,production,",",as,one,only,needs,to,train,",",deploy,and,maintain,one,model,(,instead,of,2,ÃÂ,N,ones,",",where,N,is,the,number,of,languages,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10478_generated.txt,1,3,It,has,also,been,shown,to,improve,MT,quality,for,low-resource,languages,(,at,the,cost,of,a,slight,degradation,for,high-resource,languages,),and,it,can,allow,translation,between,languages,that,have,no,aligned,data,(,Ã¢ÂÂzero-shot,translationÃ¢ÂÂ,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10478_generated.txt,1,4,However,",",such,models,can,be,costly,to,train,",",as,they,usually,involve,larger,architectures,and,large,datasets,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10478_generated.txt,1,5,Moreover,",",because,they,are,trained,jointly,on,all,the,languages,",",they,require,to,know,in,advance,the,full,set,of,languages,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10478_generated.txt,1,6,Adding,a,new,language,to,an,existing,model,usually,means,retraining,the,model,on,the,full,multilingual,dataset,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10478_generated.txt,1,7,Naively,fine-tuning,the,original,model,on,the,new,language,is,not,an,option,because,of,vocabulary,mismatch,(,the,shared,vocabulary,needs,to,be,modified,to,include,the,new,language,),and,catastrophic,forgetting,(,the,model,will,quickly,forget,how,to,translate,in,the,other,languages,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10478_generated.txt,1,8,In,this,paper,",",we,study,the,problem,of,multilingual,NMT,incremental,training,or,continual,learning,and,propose,a,novel,way,to,efficiently,add,a,new,source,or,target,language,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10478_generated.txt,1,9,Some,desirable,properties,of,an,incremental,training,method,are,:,Ã¢ÂÂ¢,No,degradation,on,the,existing,language,pairs,;,Ã¢ÂÂ¢,Efficient,training,(,e.g.,",",no,re-training,on,the,existing,language,pairs,),;,Ã¢ÂÂ¢,Minimal,amount,of,added,parameters,:,the,approach,should,scale,to,many,languages,and,the,model,fit,on,a,single,GPU,;,Ã¢ÂÂ¢,Minimal,degradation,in,inference,speed,;,Ã¢ÂÂ¢,Good,zero-shot,performance,:,when,training,with,X-EN,(,or,EN-X,),data,",",where,X,is,a,new,language,",",we,would,like,the,model,to,be,able,to,translate,from,X,to,any,known,language,Y,(,resp,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10478_generated.txt,1,10,from,Y,to,X,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10478_generated.txt,1,11,We,propose,a,novel,technique,for,incrementally,adding,a,new,source,or,target,language,",",which,consists,in,substituting,the,shared,embedding,matrix,with,a,language-specific,embedding,matrix,",",which,is,fine-tuned,on,the,new,languageÃÂ¢ÃÂÃÂs,data,only,while,freezing,the,other,parameters,of,the,model,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generated,2110.10478_generated.txt,1,12,In,some,cases,(,e.g.,",",when,the,new,language,is,on,the,target,size,),",",a,small,number,of,additional,parameters,(,e.g.,",",adapter,modules,),have,to,be,trained,to,match,the,performance,of,the,re-training,baseline,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
