Author name,Document index,Paragraph index,Sentence index,Sentence length,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,Word 10,Word 11,Word 12,Word 13,Word 14,Word 15,Word 16,Word 17,Word 18,Word 19,Word 20,Word 21,Word 22,Word 23,Word 24,Word 25,Word 26,Word 27,Word 28,Word 29,Word 30,Word 31,Word 32,Word 33,Word 34,Word 35,Word 36,Word 37,Word 38,Word 39,Word 40,Word 41,Word 42,Word 43,Word 44,Word 45,Word 46,Word 47,Word 48,Word 49,Word 50,Word 51,Word 52,Word 53,Word 54,Word 55,Word 56,Word 57,Word 58,Word 59,Word 60,Word 61,Word 62,Word 63,Word 64,Word 65,Word 66,Word 67,Word 68,Word 69,Word 70,Word 71,Word 72,Word 73,Word 74,Word 75,Word 76,Word 77,Word 78,Word 79,Word 80,Word 81
originalAbstract,1,0,2,14,In,par-,ticular,",",neural,metrics,",",fine-tuned,on,human,ratings,(,e.g,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,1,0,3,19,BLEURT,",",or,COMET,),are,out-,performing,surface,metrics,in,terms,of,cor-,relations,to,human,judgements,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,1,0,4,32,Our,experi-,ments,show,that,the,combination,of,a,neural,translation,model,with,a,neural,reference-,based,metric,",",BLEURT,",",results,in,significant,improvement,in,automatic,and,human,eval-,uations,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,1,0,5,30,This,improvement,is,obtained,with,translations,different,from,classical,beam-,search,output,:,these,translations,have,much,lower,likelihood,and,are,less,favored,by,sur-,face,metrics,like,BLEU,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,2,0,0,30,﻿In,this,study,",",we,present,a,meta-learning,model,to,adapt,the,predictions,of,the,network,’,s,capacity,between,viewers,who,participate,in,a,live,video,streaming,event,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,2,0,1,24,We,propose,the,MELANIE,model,",",where,an,event,is,formulated,as,a,Markov,Decision,Process,",",performing,meta-learning,on,reinforcement,learning,tasks,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,2,0,2,29,By,considering,a,new,event,as,a,task,",",we,design,an,actor-critic,learning,scheme,to,compute,the,optimal,policy,on,es-,timating,the,viewers,’,high-bandwidth,connections,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,2,0,3,36,To,ensure,fast,adaptation,to,new,connections,or,changes,among,viewers,during,an,event,",",we,implement,a,prioritized,replay,memory,buffer,based,on,the,Kullback-Leibler,divergence,of,the,reward/throughput,of,the,viewers,’,connections,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,2,0,4,17,Moreover,",",we,adopt,a,model-agnostic,meta-learning,framework,to,generate,a,global,model,from,past,events,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,2,0,5,24,As,viewers,scarcely,participate,in,several,events,",",the,challenge,resides,on,how,to,account,for,the,low,structural,similarity,of,different,events,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,2,0,6,30,To,combat,this,issue,",",we,design,a,graph,signature,buffer,to,calculate,the,structural,similarities,of,several,streaming,events,and,adjust,the,training,of,the,global,model,accordingly,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,2,0,7,21,We,evaluate,the,proposed,model,on,the,link,weight,prediction,task,on,three,real-world,datasets,of,live,video,streaming,events,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,2,0,8,22,Our,experiments,demonstrate,the,effectiveness,of,our,proposed,model,",",with,an,average,relative,gain,of,25,%,against,state-of-the-art,strategies,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,2,0,9,16,For,reproduction,purposes,",",our,evaluation,datasets,and,implementation,are,publicly,available,at,https,:,//github.com/stefanosantaris/melanie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,3,0,0,31,﻿Although,artificial,intelligence,(,AI,),is,solving,real-world,challenges,and,transforming,industries,",",there,are,serious,concerns,about,its,ability,to,behave,and,make,decisions,in,a,responsible,way,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,3,0,1,21,Many,AI,ethics,principles,and,guidelines,for,responsible,AI,have,been,recently,issued,by,governments,",",organisations,",",and,enterprises,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,3,0,2,27,However,",",these,AI,ethics,principles,and,guidelines,are,typically,high-level,and,do,not,provide,concrete,guidance,on,how,to,design,and,develop,responsible,AI,systems,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,3,0,3,32,To,address,this,shortcoming,",",we,first,present,an,empirical,study,where,we,interviewed,21,scientists,and,engineers,to,understand,the,practitioners,’,perceptions,on,AI,ethics,principles,and,their,implementation,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,3,0,4,31,We,then,propose,a,template,that,enables,AI,ethics,principles,to,be,operationalised,in,the,form,of,concrete,patterns,and,suggest,a,list,of,patterns,using,the,newly,created,template,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,3,0,5,16,These,patterns,provide,concrete,",",operationalised,guidance,that,facilitate,the,development,of,responsible,AI,systems,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,4,0,0,20,﻿Recently,",",the,robotic,ultrasound,system,has,become,an,emerging,topic,owing,to,the,widespread,use,of,medical,ultrasound,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,4,0,1,21,However,",",it,is,still,a,challenging,task,to,model,and,to,transfer,the,ultrasound,skill,from,an,ultrasound,physician,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,4,0,2,18,In,this,paper,",",we,propose,a,learning-based,framework,to,acquire,ultrasound,scanning,skills,from,human,demonstrations,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,4,0,3,30,First,",",the,ultrasound,scanning,skills,are,encapsulated,into,a,high-,dimensional,multi-modal,model,in,terms,of,interactions,among,ultrasound,images,",",the,probe,pose,and,the,contact,force,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,4,0,4,17,The,parameters,of,the,model,are,learned,using,the,data,collected,from,skilled,sonographers,’,demonstrations,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,4,0,5,29,Second,",",a,sampling-,based,strategy,is,proposed,with,the,learned,model,to,adjust,the,extracorporeal,ultrasound,scanning,process,to,guide,a,newbie,sonographer,or,a,robot,arm,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,4,0,6,19,Finally,",",the,robustness,of,the,proposed,framework,is,validated,with,the,experiments,on,real,data,from,sonographers,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,5,0,0,35,﻿The,study,of,generalisation,in,deep,Reinforcement,Learning,(,RL,),aims,to,produce,RL,algorithms,whose,policies,generalise,well,to,novel,unseen,situations,at,deployment,time,",",avoiding,overfitting,to,their,training,environments,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,5,0,1,28,Tackling,this,is,vital,if,we,are,to,deploy,reinforcement,learning,algorithms,in,real,world,scenarios,",",where,the,environment,will,be,diverse,",",dynamic,and,unpredictable,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,5,0,2,10,This,survey,is,an,overview,of,this,nascent,field,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,5,0,3,18,We,provide,a,unifying,formalism,and,terminology,for,discussing,different,generalisation,problems,",",building,upon,previous,works,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,5,0,4,21,We,go,on,to,categorise,existing,benchmarks,for,generalisation,",",as,well,as,current,methods,for,tackling,the,generalisation,problem,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,5,0,5,21,Finally,",",we,provide,a,critical,discussion,of,the,current,state,of,the,field,",",including,recommendations,for,future,work,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,5,0,6,63,Among,other,conclusions,",",we,argue,that,taking,a,purely,procedural,content,generation,approach,to,benchmark,design,is,not,conducive,to,progress,in,generalisation,",",we,suggest,fast,online,adaptation,and,tackling,RL-specific,problems,as,some,areas,for,future,work,on,methods,for,generalisation,",",and,we,recommend,building,benchmarks,in,underexplored,problem,settings,such,as,offline,RL,generalisation,and,reward-function,variation,.,,,,,,,,,,,,,,,,,,
originalAbstract,6,0,0,28,﻿Simultaneously,evolving,morphologies,(,bodies,),and,controllers,(,brains,),of,robots,can,cause,a,mis-,match,between,the,inherited,body,and,brain,in,the,offspring,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,6,0,1,26,To,mitigate,this,problem,",",the,addition,of,an,infant,learning,period,by,the,so-called,Triangle,of,Life,framework,has,been,proposed,relatively,long,ago,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,6,0,2,10,However,",",an,empirical,assessment,is,still,lacking,to-date,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,6,0,3,16,In,this,paper,we,investigate,the,effects,of,such,a,learning,mechanism,from,different,perspectives,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,6,0,4,32,Using,extensive,simulations,we,show,that,learning,can,greatly,increase,task,performance,and,reduce,the,number,of,generations,required,to,reach,a,certain,fitness,level,compared,to,the,purely,evolutionary,approach,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,6,0,5,21,Furthermore,",",although,learning,only,directly,affects,the,controllers,",",we,demonstrate,that,the,evolved,morphologies,will,be,also,different,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,6,0,6,17,This,provides,a,quantitative,demonstration,that,changes,in,the,brain,can,induce,changes,in,the,body,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,6,0,7,20,Finally,",",we,examine,the,concept,of,morphological,intelligence,quantified,by,the,ability,of,a,given,body,to,learn,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,6,0,8,25,We,observe,that,the,learning,delta,",",the,performance,difference,between,the,inherited,and,the,learned,brain,",",is,growing,throughout,the,evolutionary,process,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,6,0,9,36,This,shows,that,evolution,is,producing,robots,with,an,increasing,plasticity,",",that,is,",",consecutive,generations,are,becoming,better,and,better,learners,which,in,turn,makes,them,better,and,better,at,the,given,task,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,6,0,10,29,All,in,all,",",our,results,demonstrate,that,the,Triangle,of,Life,is,not,only,a,concept,of,theoretical,interest,",",but,a,system,architecture,with,practical,benefits,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,7,0,0,8,﻿Real-world,robotic,tasks,require,complex,reward,functions,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,7,0,1,32,When,we,define,the,problem,the,robot,needs,to,solve,",",we,pretend,that,a,designer,specifies,this,complex,reward,exactly,",",and,it,is,set,in,stone,from,then,on,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,7,0,2,40,In,practice,",",however,",",reward,design,is,an,iterative,process,:,the,designer,chooses,a,reward,",",eventually,encounters,an,“,edge-case,”,environment,where,the,reward,incentivizes,the,wrong,behavior,",",revises,the,reward,",",and,repeats,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,7,0,3,19,What,would,it,mean,to,rethink,robotics,problems,to,formally,account,for,this,iterative,nature,of,reward,design,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,7,0,4,31,We,propose,that,the,robot,not,take,the,specified,reward,for,granted,",",but,rather,have,uncertainty,about,it,",",and,account,for,the,future,design,iterations,as,future,evidence,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,7,0,5,50,We,contribute,an,Assisted,Reward,Design,method,that,speeds,up,the,design,process,by,anticipating,and,influencing,this,future,evidence,:,rather,than,letting,the,designer,eventually,encounter,failure,cases,and,revise,the,reward,then,",",the,method,actively,exposes,the,designer,to,such,environments,during,the,development,phase,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,7,0,6,39,We,test,this,method,in,a,simplified,autonomous,driving,task,and,find,that,it,more,quickly,improves,the,car,’,s,behavior,in,held-out,environments,by,proposing,environments,that,are,“,edge,cases,”,for,the,current,reward,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,8,0,0,31,﻿Machine,Learning,(,ML,),and,Artificial,Intelligence,(,AI,),can,be,widely,used,to,diagnose,chronic,diseases,so,that,necessary,precautionary,treatment,can,be,done,in,critical,time,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,8,0,1,19,Diabetes,Mellitus,which,is,one,of,the,major,diseases,can,be,easily,diagnosed,by,several,Machine,Learning,algorithms,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,8,0,2,10,Early,stage,diagnosis,is,crucial,to,prevent,dangerous,consequences,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,8,0,3,16,In,this,paper,we,have,made,a,comparative,analysis,of,several,machine,learning,algorithms,viz,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,8,0,4,44,Random,Forest,",",Decision,Tree,",",Artificial,Neural,Networks,",",K,–,Nearest,Neighbor,",",Support,Vector,Machine,and,XGBoost,along,with,feature,attribution,using,SHAP,to,identify,the,most,important,feature,in,predicting,the,diabetes,on,a,dataset,collected,from,Sylhet,Hospital,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,8,0,5,28,As,per,the,experimental,results,obtained,",",the,Random,Forest,algorithm,has,outperformed,all,the,other,algorithms,with,an,accuracy,of,99,%,on,this,particular,dataset,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,9,0,0,34,﻿The,design,or,simulation,analysis,of,special,equipment,products,must,follow,the,national,standards,",",and,hence,it,may,be,necessary,to,repeatedly,consult,the,contents,of,the,standards,in,the,design,process,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,9,0,1,23,However,",",it,is,difficult,for,the,traditional,question,answering,system,based,on,keyword,retrieval,to,give,accurate,answers,to,technical,questions,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,9,0,2,23,Therefore,",",we,use,natural,language,processing,techniques,to,design,a,question,answering,system,for,the,decision-making,process,in,pressure,vessel,design,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,9,0,3,44,To,solve,the,problem,of,insufficient,training,data,for,the,technology,question,answering,system,",",we,propose,a,method,to,generate,questions,according,to,a,declarative,sentence,from,several,different,dimensions,so,that,multiple,question-answer,pairs,can,be,obtained,from,a,declarative,sentence,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,9,0,4,33,In,addition,",",we,designed,an,interactive,attention,model,based,on,a,bidirectional,long,short-term,memory,(,BiLSTM,),network,to,improve,the,performance,of,the,similarity,comparison,of,two,question,sentences,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,9,0,5,18,Finally,",",the,performance,of,the,question,answering,system,was,tested,on,public,and,technical,domain,datasets,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,10,0,0,19,﻿Medical,Visual,Question,Answering,(,VQA,),is,a,combination,of,medical,artificial,intelligence,and,popular,VQA,challenges,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,10,0,1,27,Given,a,medical,image,and,a,clinically,relevant,question,in,natural,language,",",the,medical,VQA,system,is,expected,to,predict,a,plausible,and,convincing,answer,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,10,0,2,24,Although,the,general-domain,VQA,has,been,extensively,studied,",",the,medical,VQA,still,needs,specific,investigation,and,exploration,due,to,its,task,features,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,10,0,3,33,In,the,first,part,of,this,survey,",",we,cover,and,discuss,the,publicly,available,medical,VQA,datasets,up,to,date,about,the,data,source,",",data,quantity,",",and,task,feature,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,10,0,4,15,In,the,second,part,",",we,review,the,approaches,used,in,medical,VQA,tasks,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,10,0,5,19,In,the,last,part,",",we,analyze,some,medical-specific,challenges,for,the,field,and,discuss,future,research,directions,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,11,0,0,11,﻿Cybersecurity,has,been,a,concern,for,quite,a,while,now,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,11,0,1,22,In,the,latest,years,",",cyberattacks,have,been,increasing,in,size,and,complexity,",",fueled,by,sig-,nificant,advances,in,technology,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,11,0,2,17,Nowadays,",",there,is,an,unavoidable,necessity,of,protecting,systems,and,data,crucial,for,business,continuity,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,11,0,3,24,Hence,",",many,in-,trusion,detection,systems,have,been,created,in,an,attempt,to,mitigate,these,threats,and,contribute,to,a,timelier,detection,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,11,0,4,29,This,work,proposes,an,interpreta-,ble,and,explainable,hybrid,intrusion,detection,system,",",which,makes,use,of,arti-,ficial,intelligence,methods,to,achieve,better,and,more,long-lasting,security,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,11,0,5,27,The,system,combines,experts,’,written,rules,and,dynamic,knowledge,continuously,generated,by,a,decision,tree,algorithm,as,new,shreds,of,evidence,emerge,from,network,activity,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,12,0,0,30,﻿A,plethora,of,attack,methods,have,been,proposed,to,gener-,ate,adversarial,examples,",",among,which,the,iterative,methods,have,been,demonstrated,the,ability,to,find,a,strong,attack,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,12,0,1,23,However,",",the,computation,of,an,adversarial,perturbation,for,a,new,data,point,requires,solving,a,time-consuming,optimiza-,tion,problem,from,scratch,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,12,0,2,17,To,generate,a,stronger,attack,",",it,normally,requires,updating,a,data,point,with,more,iterations,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,12,0,3,52,In,this,paper,",",we,show,the,existence,of,a,meta,adversarial,perturbation,(,MAP,),",",a,better,initialization,that,causes,natu-,ral,images,to,be,misclassified,with,high,probability,after,be-,ing,updated,through,only,a,one-step,gradient,ascent,update,",",and,propose,an,algorithm,for,computing,such,perturbations,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,12,0,4,21,We,conduct,extensive,experiments,",",and,the,empirical,results,demonstrate,that,state-of-the-art,deep,neural,networks,are,vulnerable,to,meta,perturbations,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
originalAbstract,12,0,5,33,We,further,show,that,these,perturbations,are,not,only,image-agnostic,",",but,also,model-,agnostic,",",as,a,single,perturbation,generalizes,well,across,un-,seen,data,points,and,different,neural,network,architectures,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
