Author name,Document index,Paragraph index,Sentence index,Sentence length,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,Word 10,Word 11,Word 12,Word 13,Word 14,Word 15,Word 16,Word 17,Word 18,Word 19,Word 20,Word 21,Word 22,Word 23,Word 24,Word 25,Word 26,Word 27,Word 28,Word 29,Word 30,Word 31,Word 32,Word 33,Word 34,Word 35,Word 36,Word 37,Word 38,Word 39,Word 40,Word 41,Word 42,Word 43,Word 44,Word 45,Word 46,Word 47,Word 48,Word 49,Word 50,Word 51,Word 52,Word 53,Word 54,Word 55,Word 56,Word 57,Word 58,Word 59,Word 60,Word 61,Word 62,Word 63,Word 64,Word 65,Word 66,Word 67,Word 68,Word 69,Word 70,Word 71,Word 72,Word 73,Word 74,Word 75,Word 76,Word 77,Word 78,Word 79,Word 80,Word 81
generatedAbstract,3,0,3,50,To,address,this,shortcoming,",",we,first,introduce,a,detailed,review,of,the,current,legal,framework,for,legal,and,legal,aspects,of,human,behaviour,in,legal,systems,",",using,data,sets,from,a,large,corpora,of,relevant,legal,literature,",",and,present,guidelines,to,address,legal,implications,of,AI,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,3,0,4,31,We,then,propose,a,template,that,enables,AI,ethics,principles,to,be,operationalised,in,the,form,of,concrete,patterns,and,suggest,a,list,of,patterns,using,the,newly,created,template,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,3,0,5,16,These,patterns,provide,concrete,",",operationalised,guidance,that,facilitate,the,development,of,responsible,AI,systems,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,4,0,0,20,﻿Recently,",",the,robotic,ultrasound,system,has,become,an,emerging,topic,owing,to,the,widespread,use,of,medical,ultrasound,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,4,0,1,21,However,",",it,is,still,a,challenging,task,to,model,and,to,transfer,the,ultrasound,skill,from,an,ultrasound,physician,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,4,0,2,46,In,this,paper,",",we,propose,a,novel,machine,learning,framework,that,implements,an,efficient,system,for,modeling,and,translating,medical,machine,readable,information,from,the,user,’,s,own,knowledge,base,through,a,novel,multi-stage,method,for,modeling,and,translating,medical,machine,readable,information,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,4,0,3,30,First,",",the,ultrasound,scanning,skills,are,encapsulated,into,a,high-,dimensional,multi-modal,model,in,terms,of,interactions,among,ultrasound,images,",",the,probe,pose,and,the,contact,force,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,4,0,4,17,The,parameters,of,the,model,are,learned,using,the,data,collected,from,skilled,sonographers,’,demonstrations,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,4,0,5,29,Second,",",a,sampling-,based,strategy,is,proposed,with,the,learned,model,to,adjust,the,extracorporeal,ultrasound,scanning,process,to,guide,a,newbie,sonographer,or,a,robot,arm,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,4,0,6,31,Finally,",",we,show,that,our,system,performs,well,on,a,variety,of,medical,tasks,",",including,:,evaluation,",",patient-centered,treatment,",",medical,procedure,management,",",and,clinical,diagnosis,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,5,0,0,35,﻿The,study,of,generalisation,in,deep,Reinforcement,Learning,(,RL,),aims,to,produce,RL,algorithms,whose,policies,generalise,well,to,novel,unseen,situations,at,deployment,time,",",avoiding,overfitting,to,their,training,environments,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,5,0,1,28,Tackling,this,is,vital,if,we,are,to,deploy,reinforcement,learning,algorithms,in,real,world,scenarios,",",where,the,environment,will,be,diverse,",",dynamic,and,unpredictable,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,5,0,2,10,This,survey,is,an,overview,of,this,nascent,field,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,5,0,3,25,We,provide,an,introduction,to,deep,RL,",",and,then,review,our,current,efforts,to,make,it,more,suitable,for,developing,low,impact,applications,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,5,0,4,21,We,go,on,to,categorise,existing,benchmarks,for,generalisation,",",as,well,as,current,methods,for,tackling,the,generalisation,problem,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,5,0,5,21,Finally,",",we,provide,a,critical,discussion,of,the,current,state,of,the,field,",",including,recommendations,for,future,work,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,5,0,6,50,Among,other,conclusions,",",we,argue,that,taking,a,purely,procedural,content,generation,approach,to,benchmark,design,is,not,conducive,to,progress,in,generalisation,",",we,suggest,a,better,use,of,neural,networks,and,other,approaches,to,generalisation,",",and,recommend,new,methods,for,creating,large,scale,deep,RL,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,6,0,0,28,﻿Simultaneously,evolving,morphologies,(,bodies,),and,controllers,(,brains,),of,robots,can,cause,a,mis-,match,between,the,inherited,body,and,brain,in,the,offspring,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,6,0,1,26,To,mitigate,this,problem,",",the,addition,of,an,infant,learning,period,by,the,so-called,Triangle,of,Life,framework,has,been,proposed,relatively,long,ago,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,6,0,2,10,However,",",an,empirical,assessment,is,still,lacking,to-date,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,6,0,3,44,In,this,paper,",",we,present,a,method,to,evaluate,the,effect,of,an,algorithm,based,on,the,development,of,a,hybrid,human/bot,learning,framework,",",which,combines,the,development,of,both,a,hybrid,robot,and,a,human,model,on,the,same,domain,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,6,0,4,32,Using,extensive,simulations,we,show,that,learning,can,greatly,increase,task,performance,and,reduce,the,number,of,generations,required,to,reach,a,certain,fitness,level,compared,to,the,purely,evolutionary,approach,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,6,0,5,21,Furthermore,",",although,learning,only,directly,affects,the,controllers,",",we,demonstrate,that,the,evolved,morphologies,will,be,also,different,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,6,0,6,17,This,provides,a,quantitative,demonstration,that,changes,in,the,brain,can,induce,changes,in,the,body,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,6,0,7,20,Finally,",",we,examine,the,concept,of,morphological,intelligence,quantified,by,the,ability,of,a,given,body,to,learn,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,6,0,8,25,We,observe,that,the,learning,delta,",",the,performance,difference,between,the,inherited,and,the,learned,brain,",",is,growing,throughout,the,evolutionary,process,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,6,0,9,15,This,shows,that,the,hybrid,robot,can,potentially,learn,much,faster,than,the,human,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,6,0,10,29,All,in,all,",",our,results,demonstrate,that,the,Triangle,of,Life,is,not,only,a,concept,of,theoretical,interest,",",but,a,system,architecture,with,practical,benefits,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,7,0,0,8,﻿Real-world,robotic,tasks,require,complex,reward,functions,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,7,0,1,32,When,we,define,the,problem,the,robot,needs,to,solve,",",we,pretend,that,a,designer,specifies,this,complex,reward,exactly,",",and,it,is,set,in,stone,from,then,on,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,7,0,2,40,In,practice,",",however,",",reward,design,is,an,iterative,process,:,the,designer,chooses,a,reward,",",eventually,encounters,an,“,edge-case,”,environment,where,the,reward,incentivizes,the,wrong,behavior,",",revises,the,reward,",",and,repeats,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,7,0,3,19,What,would,it,mean,to,rethink,robotics,problems,to,formally,account,for,this,iterative,nature,of,reward,design,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,7,0,4,39,We,propose,the,next,model,",",a,simple,but,effective,neural,network,model,(,NCM,),model,of,task-specific,task,interaction,",",that,allows,for,modeling,the,role,of,the,designer,and,the,state,in,a,complex,manner,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,7,0,5,50,We,contribute,an,Assisted,Reward,Design,method,that,speeds,up,the,design,process,by,anticipating,and,influencing,this,future,evidence,:,rather,than,letting,the,designer,eventually,encounter,failure,cases,and,revise,the,reward,then,",",the,method,actively,exposes,the,designer,to,such,environments,during,the,development,phase,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,7,0,6,39,We,test,this,method,in,a,simplified,autonomous,driving,task,and,find,that,it,more,quickly,improves,the,car,’,s,behavior,in,held-out,environments,by,proposing,environments,that,are,“,edge,cases,”,for,the,current,reward,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,8,0,0,31,﻿Machine,Learning,(,ML,),and,Artificial,Intelligence,(,AI,),can,be,widely,used,to,diagnose,chronic,diseases,so,that,necessary,precautionary,treatment,can,be,done,in,critical,time,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,8,0,1,19,Diabetes,Mellitus,which,is,one,of,the,major,diseases,can,be,easily,diagnosed,by,several,Machine,Learning,algorithms,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,8,0,2,10,Early,stage,diagnosis,is,crucial,to,prevent,dangerous,consequences,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,8,0,3,33,In,this,paper,",",we,propose,the,first,Artificial,Intelligence,based,Modeling,of,Diabetes,Mellitus,",",the,first,version,of,which,is,based,on,a,real,patient,(,an,actual,diabetic,),.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,8,0,4,33,The,Modeling,is,based,on,the,Modeling,Framework,which,implements,the,algorithm,described,by,(,Section,5,),",",and,implements,the,algorithms,defined,by,(,Section,6,),with,minimal,modification,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,8,0,5,25,As,per,the,experimental,results,obtained,",",the,model,is,an,intelligent,solution,which,outperforms,a,typical,machine,learning,model,in,performance,and,efficiency,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,9,0,0,34,﻿The,design,or,simulation,analysis,of,special,equipment,products,must,follow,the,national,standards,",",and,hence,it,may,be,necessary,to,repeatedly,consult,the,contents,of,the,standards,in,the,design,process,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,9,0,1,23,However,",",it,is,difficult,for,the,traditional,question,answering,system,based,on,keyword,retrieval,to,give,accurate,answers,to,technical,questions,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,9,0,2,23,Therefore,",",we,use,natural,language,processing,techniques,to,design,a,question,answering,system,for,the,decision-making,process,in,pressure,vessel,design,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,9,0,3,43,To,solve,the,problem,of,insufficient,training,data,for,the,technology,question,answering,system,",",we,propose,to,use,language,processing,techniques,that,are,designed,to,generate,relevant,queries,from,the,domain,in,a,way,that,is,competitive,with,human,expert,supervision,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,9,0,4,33,In,addition,",",we,designed,an,interactive,attention,model,based,on,a,bidirectional,long,short-term,memory,(,BiLSTM,),network,to,improve,the,performance,of,the,similarity,comparison,of,two,question,sentences,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,9,0,5,19,Finally,",",we,plan,to,experiment,with,a,variety,of,applications,in,the,domain,",",including,domain-specific,questions,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,10,0,0,19,﻿Medical,Visual,Question,Answering,(,VQA,),is,a,combination,of,medical,artificial,intelligence,and,popular,VQA,challenges,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,10,0,1,27,Given,a,medical,image,and,a,clinically,relevant,question,in,natural,language,",",the,medical,VQA,system,is,expected,to,predict,a,plausible,and,convincing,answer,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,10,0,2,24,Although,the,general-domain,VQA,has,been,extensively,studied,",",the,medical,VQA,still,needs,specific,investigation,and,exploration,due,to,its,task,features,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,10,0,3,45,In,the,first,part,of,this,survey,",",we,propose,to,apply,the,knowledge,learned,from,the,medical,images,to,the,VQA,task,to,determine,a,simple,",",effective,and,cost,effective,way,to,answer,questions,that,are,of,interest,in,biomedical,image,identification,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,10,0,4,38,In,the,second,part,",",we,propose,a,new,approach,for,biomedical,image,identification,based,on,the,knowledge,learned,from,the,VQA,images,and,use,it,to,produce,a,publicly,available,and,validated,medical,image,search,toolkit,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,11,0,0,11,﻿Cybersecurity,has,been,a,concern,for,quite,a,while,now,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,11,0,1,22,In,the,latest,years,",",cyberattacks,have,been,increasing,in,size,and,complexity,",",fueled,by,sig-,nificant,advances,in,technology,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,11,0,2,17,Nowadays,",",there,is,an,unavoidable,necessity,of,protecting,systems,and,data,crucial,for,business,continuity,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,11,0,3,24,Hence,",",many,in-,trusion,detection,systems,have,been,created,in,an,attempt,to,mitigate,these,threats,and,contribute,to,a,timelier,detection,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,11,0,4,34,This,work,proposes,a,novel,",",and,highly,effective,",",method,to,detect,cyber,threats,using,two,types,of,cross-language,models,",",a,binary,or,cross-domain,model,",",and,a,multi-,language,model,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,11,0,5,23,The,system,combines,the,features,of,both,cross-language,and,multi-,language,models,to,identify,the,targets,of,cyber,attacks,and,their,actions,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,12,0,0,30,﻿A,plethora,of,attack,methods,have,been,proposed,to,gener-,ate,adversarial,examples,",",among,which,the,iterative,methods,have,been,demonstrated,the,ability,to,find,a,strong,attack,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,12,0,1,23,However,",",the,computation,of,an,adversarial,perturbation,for,a,new,data,point,requires,solving,a,time-consuming,optimiza-,tion,problem,from,scratch,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,12,0,2,17,To,generate,a,stronger,attack,",",it,normally,requires,updating,a,data,point,with,more,iterations,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,12,0,3,37,In,this,paper,",",we,propose,a,method,to,update,the,perturbed,examples,as,described,in,[,13,],",",which,obtains,a,strong,version,of,the,data,point,that,will,consistently,outperform,all,other,methods,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,12,0,4,21,We,conduct,extensive,experiments,",",and,the,empirical,results,demonstrate,that,state-of-the-art,deep,neural,networks,are,vulnerable,to,meta,perturbations,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
generatedAbstract,12,0,5,33,We,further,show,that,these,perturbations,are,not,only,image-agnostic,",",but,also,model-,agnostic,",",as,a,single,perturbation,generalizes,well,across,un-,seen,data,points,and,different,neural,network,architectures,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
